state_name,degree_type,college_name,early_salary,mid_salary,per_stem
Alabama,bachelors,Auburn University,54400,104500,31
Alabama,bachelors,University of Alabama in Huntsville,57500,103900,45
Alabama,bachelors,The University of Alabama,52300,97400,15
Alabama,bachelors,Tuskegee University,54500,93500,30
Alabama,bachelors,Samford University,48400,90500,3
Alabama,bachelors,Spring Hill College,46600,89100,12
Alabama,bachelors,Birmingham Southern College,49100,88300,27
Alabama,bachelors,University of Alabama at Birmingham,48600,87200,17
Alabama,bachelors,University of South Alabama,47700,86400,17
Alabama,bachelors,Alabama A & M University,48700,83500,20
Alabama,bachelors,Troy University,44500,81500,8
Alabama,bachelors,Jacksonville State University,43800,80000,7
Alabama,bachelors,Auburn University at Montgomery,45000,79600,12
Alabama,bachelors,Huntingdon College,42400,78900,14
Alabama,bachelors,Oakwood University,43500,78800,16
Alabama,bachelors,Athens State University,45000,78800,9
Alabama,bachelors,University of West Alabama,42700,76100,4
Alabama,bachelors,University of North Alabama,43000,75600,6
Alabama,bachelors,University of Mobile,40600,74100,7
Alabama,bachelors,Alabama State University,39800,71500,16
Alabama,bachelors,Faulkner University,39400,71300,2
Alabama,bachelors,University of Montevallo,38900,70700,7
Alabama,bachelors,Judson College,37900,67600,13
Alabama,bachelors,Amridge University,35700,65900,0
Alabama,bachelors,Miles College,34800,65100,19
Alabama,bachelors,Stillman College,35600,63500,24
Alabama,bachelors,Talladega College,34100,62800,22
Alabama,associates,University of West Alabama,48300,67400,4
Alabama,associates,Herzing University-Birmingham,39800,62700,4
Alabama,associates,Troy University,39600,62300,8
Alabama,associates,George C Wallace State Community College-Hanceville,41600,60700,2
Alabama,associates,George C Wallace State Community College-Selma,40100,60200,0
Alabama,associates,Jefferson Davis Community College,42500,59600,0
Alabama,associates,George C Wallace Community College-Dothan,38700,58800,2
Alabama,associates,John C Calhoun State Community College,38300,58400,2
Alabama,associates,Gadsden State Community College,37900,58200,2
Alabama,associates,Northwest-Shoals Community College,39400,57400,1
Alabama,associates,Alabama Southern Community College,38800,57400,0
Alabama,associates,Chattahoochee Valley Community College,38100,57300,2
Alabama,associates,Remington College-Mobile Campus,36700,57100,4
Alabama,associates,Bevill State Community College,39500,57000,3
Alabama,associates,Lurleen B Wallace Community College,36700,56500,3
Alabama,associates,Jefferson State Community College,38100,56500,5
Alabama,associates,Enterprise State Community College,35700,55900,0
Alabama,associates,Central Alabama Community College,39000,55500,1
Alabama,associates,Southern Union State Community College,38700,55300,0
Alabama,associates,Bishop State Community College,40700,55100,2
Alabama,associates,J. F. Drake State Community and Technical College,37500,54500,8
Alabama,associates,Shelton State Community College,38800,54300,0
Alabama,associates,Northeast Alabama Community College,35400,53700,1
Alabama,associates,Lawson State Community College-Birmingham Campus,35700,53100,4
Alabama,associates,Faulkner University,34300,50500,2
Alabama,associates,Snead State Community College,34500,49800,5
Alabama,associates,Coastal Alabama Community College,33200,48900,2
Alaska,bachelors,University of Alaska Fairbanks,59100,101800,20
Alaska,bachelors,University of Alaska Anchorage,56000,101000,10
Alaska,bachelors,Alaska Pacific University,50300,90000,6
Alaska,associates,University of Alaska Fairbanks,47900,70400,20
Alaska,associates,University of Alaska Anchorage,49100,70400,10
Alaska,associates,University of Alaska Southeast,42100,61900,3
Arizona,bachelors,Embry-Riddle Aeronautical University-Prescott,65600,117900,43
Arizona,bachelors,University of Arizona,56100,101000,23
Arizona,bachelors,Arizona State University-Tempe,54500,100900,30
Arizona,bachelors,Northern Arizona University,49600,90000,12
Arizona,bachelors,Arizona Christian University,42600,76600,7
Arizona,bachelors,Ottawa University-Phoenix,42000,74600,0
Arizona,bachelors,Prescott College,41200,73500,0
Arizona,associates,Glendale Community College (Arizona),48900,74100,7
Arizona,associates,GateWay Community College,48400,70000,2
Arizona,associates,Mesa Community College,42600,66200,9
Arizona,associates,Cochise County Community College District,47500,65800,2
Arizona,associates,Rio Salado College,44200,64900,6
Arizona,associates,Phoenix College,42600,64300,5
Arizona,associates,Arizona Western College,42600,63100,4
Arizona,associates,Eastern Arizona College,43300,62700,1
Arizona,associates,Chandler-Gilbert Community College,42200,62500,11
Arizona,associates,Scottsdale Community College,42100,60700,7
Arizona,associates,Pima Community College,40800,60300,2
Arizona,associates,Paradise Valley Community College,39300,59900,6
Arizona,associates,Central Arizona College,40900,58800,1
Arizona,associates,Yavapai College,40100,57400,3
Arizona,associates,Mohave Community College,41500,56700,5
Arkansas,bachelors,University of Arkansas,52500,98000,18
Arkansas,bachelors,Hendrix College,48100,90300,33
Arkansas,bachelors,University of Arkansas for Medical Sciences,51700,89100,3
Arkansas,bachelors,Harding University,49200,88600,10
Arkansas,bachelors,John Brown University,47000,82700,9
Arkansas,bachelors,Arkansas State University-Main Campus,44600,81400,7
Arkansas,bachelors,University of Arkansas at Little Rock,45600,80800,13
Arkansas,bachelors,Ouachita Baptist University,44100,80200,18
Arkansas,bachelors,Southern Arkansas University Main Campus,42800,80100,53
Arkansas,bachelors,Henderson State University,42900,79800,5
Arkansas,bachelors,University of Central Arkansas,44900,79800,8
Arkansas,bachelors,University of Arkansas at Monticello,43500,78300,2
Arkansas,bachelors,Arkansas Tech University,45000,76900,7
Arkansas,bachelors,University of the Ozarks,42300,74500,16
Arkansas,bachelors,Lyon College,41200,74300,33
Arkansas,bachelors,University of Arkansas-Fort Smith,40700,71100,9
Arkansas,bachelors,University of Arkansas at Pine Bluff,40500,70500,22
Arkansas,bachelors,Central Baptist College,36900,68000,3
Arkansas,bachelors,Philander Smith College,34600,61200,26
Arkansas,associates,Southern Arkansas University Main Campus,43500,66100,53
Arkansas,associates,University of Arkansas at Little Rock,42000,62900,13
Arkansas,associates,University of Arkansas for Medical Sciences,40100,60000,3
Arkansas,associates,University of Arkansas-Fort Smith,40200,59800,9
Arkansas,associates,University of Central Arkansas,39000,59600,8
Arkansas,associates,Arkansas State University-Main Campus,39600,59100,7
Arkansas,associates,University of Arkansas at Monticello,39000,57900,2
Arkansas,associates,NorthWest Arkansas Community College,37400,57700,2
Arkansas,associates,North Arkansas College,39000,57700,3
Arkansas,associates,Southern Arkansas University Tech,35200,55800,12
Arkansas,associates,Arkansas Northeastern College,38500,55600,0
Arkansas,associates,South Arkansas Community College,37300,55500,3
Arkansas,associates,National Park College,36900,55500,5
Arkansas,associates,Arkansas Tech University,35100,54900,7
Arkansas,associates,College of the Ouachitas,37500,54800,0
Arkansas,associates,East Arkansas Community College,35500,53500,0
Arkansas,associates,Phillips Community College of the University of Arkansas,33000,51200,1
Arkansas,associates,Black River Technical College,33500,50800,1
Arkansas,associates,University of Arkansas Community College-Hope,32800,50700,2
Arkansas,associates,University of Arkansas-Pulaski Technical College,33500,48200,4
California,bachelors,Harvey Mudd College,88800,158200,85
California,bachelors,Samuel Merritt University,91200,154100,0
California,bachelors,California Institute of Technology,84100,151600,97
California,bachelors,Stanford University,79000,145200,51
California,bachelors,Charles R Drew University of Medicine and Science,78300,135700,3
California,bachelors,Santa Clara University,69900,134700,29
California,bachelors,University of California-Berkeley,70700,131800,36
California,bachelors,California State University Maritime Academy,70500,129600,15
California,bachelors,Claremont McKenna College,68500,125400,16
California,bachelors,University of California-San Diego,63400,123700,58
California,bachelors,University of Southern California,64500,120600,23
California,bachelors,California Polytechnic State University-San Luis Obispo,65600,119500,38
California,bachelors,Pomona College,63800,117200,37
California,bachelors,University of California-Santa Barbara,59700,116300,29
California,bachelors,University of California-Los Angeles,62000,116100,31
California,bachelors,University of California-Irvine,59600,116000,34
California,bachelors,San Jose State University,63000,114700,28
California,bachelors,Loyola Marymount University,58500,113300,9
California,bachelors,University of California-Davis,61500,112600,35
California,bachelors,Menlo College,61900,112400,0
California,bachelors,California State Polytechnic University-Pomona,57700,110800,30
California,bachelors,Saint Mary's College of California,59900,110800,5
California,bachelors,University of San Francisco,60600,109900,6
California,bachelors,Golden Gate University-San Francisco,59200,109800,3
California,bachelors,University of San Diego,58900,109400,12
California,bachelors,University of the Pacific,59100,109300,16
California,bachelors,Loma Linda University,66300,109200,3
California,bachelors,University of California-Riverside,55900,106900,31
California,bachelors,Art Center College of Design,63200,106100,4
California,bachelors,Occidental College,56300,105700,25
California,bachelors,California State University-Chico,56900,105100,13
California,bachelors,University of California-Santa Cruz,58100,104700,38
California,bachelors,Pepperdine University,58300,103900,7
California,bachelors,California State University-East Bay,56600,103500,12
California,bachelors,Coleman University,59400,103500,80
California,bachelors,California College of the Arts,58900,103300,0
California,bachelors,San Diego State University,55100,102800,16
California,bachelors,Westmont College,54400,102400,18
California,bachelors,University of Redlands,55400,102400,4
California,bachelors,California State University-Long Beach,52700,101700,16
California,bachelors,California State University-Sacramento,54400,101100,16
California,bachelors,Notre Dame de Namur University,55900,99700,11
California,bachelors,San Francisco State University,56900,99500,14
California,bachelors,Chapman University,53700,99400,5
California,bachelors,Scripps College,54700,98600,28
California,bachelors,California State University-Fullerton,51200,98400,15
California,bachelors,Southern California Institute of Architecture,53600,98400,0
California,bachelors,Mount Saint Mary's University,53800,97500,4
California,bachelors,Pacific Union College,54700,97400,9
California,bachelors,California State University-Fresno,51100,97300,10
California,bachelors,California State University-Northridge,51200,97300,12
California,bachelors,Otis College of Art and Design,54000,97200,0
California,bachelors,Sonoma State University,53400,97100,10
California,bachelors,Pitzer College,53200,96600,18
California,bachelors,John F. Kennedy University,53200,96500,0
California,bachelors,Dominican University of California,55300,95900,9
California,bachelors,Whittier College,51100,95600,9
California,bachelors,California Lutheran University,52500,95000,11
California,bachelors,California State University-San Marcos,52000,94700,14
California,bachelors,National University,53400,94700,6
California,bachelors,Laguna College of Art and Design,53600,94700,0
California,bachelors,California State University-Stanislaus,50100,94200,9
California,bachelors,California State University-Los Angeles,50300,93800,19
California,bachelors,Thomas Aquinas College,51700,93300,0
California,bachelors,Biola University,50200,92500,7
California,bachelors,Woodbury University,50500,92100,0
California,bachelors,Holy Names University,51200,91500,2
California,bachelors,Mills College,52000,91200,9
California,bachelors,California Institute of the Arts,52500,91000,2
California,bachelors,California State University-Channel Islands,50800,90900,14
California,bachelors,California State University-Bakersfield,50100,90900,13
California,bachelors,University of La Verne,49000,90500,4
California,bachelors,Point Loma Nazarene University,52400,90100,9
California,bachelors,California State University-Monterey Bay,49800,89900,13
California,bachelors,Concordia University-Irvine,49800,89800,2
California,bachelors,San Francisco Art Institute,49800,89600,0
California,bachelors,Humboldt State University,47200,89000,18
California,bachelors,California State University-Dominguez Hills,47800,88400,6
California,bachelors,Marymount California University,48700,88100,0
California,bachelors,California State University-San Bernardino,48800,87500,9
California,bachelors,La Sierra University,49900,87500,8
California,bachelors,The Master's University and Seminary,48500,86600,7
California,bachelors,Azusa Pacific University,49900,85700,3
California,bachelors,Vanguard University of Southern California,48300,85600,3
California,bachelors,Antioch University-Los Angeles,46300,82600,8
California,bachelors,California Baptist University,46900,81600,9
California,bachelors,Hope International University,43600,80400,0
California,bachelors,Fresno Pacific University,44600,79300,2
California,bachelors,San Diego Christian College,43900,79100,3
California,bachelors,Brandman University,44100,78000,1
California,bachelors,Humphreys University-Stockton and Modesto Campuses,43100,77900,0
California,bachelors,Simpson University,43200,77300,3
California,bachelors,William Jessup University,42900,77300,5
California,bachelors,Azusa Pacific University College,42900,76400,0
California,bachelors,Life Pacific College,39900,70600,0
California,bachelors,Pacific Oaks College,34900,63100,0
California,associates,Pacific Union College,66900,90400,9
California,associates,Mount Saint Mary's University,60200,80400,4
California,associates,Loma Linda University,59700,80400,3
California,associates,Coleman University,51300,76600,80
California,associates,Evergreen Valley College,49700,76400,8
California,associates,De Anza College,52100,75500,4
California,associates,Cabrillo College,48900,75100,9
California,associates,Diablo Valley College,46200,74800,13
California,associates,Saddleback College,45700,74300,4
California,associates,Foothill College,52200,73900,4
California,associates,West Valley College,46300,73800,5
California,associates,College of San Mateo,51400,73700,11
California,associates,Orange Coast College,45000,72900,9
California,associates,City College of San Francisco,50200,72600,10
California,associates,Taft College,48900,71800,14
California,associates,Chabot College,47100,71500,7
California,associates,Moorpark College,44700,71400,6
California,associates,Napa Valley College,48300,71000,2
California,associates,Ohlone College,47900,71000,27
California,associates,Sacramento City College,47300,71000,10
California,associates,Bakersfield College,46300,70900,6
California,associates,Canada College,48400,70600,7
California,associates,Grossmont College,46800,70400,3
California,associates,Victor Valley College,45900,69600,2
California,associates,Skyline College,45300,69500,4
California,associates,Cypress College,44400,69500,6
California,associates,Mission College,49100,69300,21
California,associates,Los Angeles Harbor College,44100,68900,1
California,associates,Antelope Valley College,43500,68800,9
California,associates,El Camino College-Compton Center,43400,68700,1
California,associates,San Jose City College,43200,68600,4
California,associates,Las Positas College,44600,68400,8
California,associates,College of the Canyons,44500,68400,6
California,associates,Marymount California University,46900,68400,0
California,associates,College of Marin,44800,68400,1
California,associates,Coastline Community College,46400,68300,4
California,associates,College of the Desert,45600,68300,5
California,associates,Santa Rosa Junior College,44700,68100,3
California,associates,Santa Monica College,45400,67600,2
California,associates,Los Medanos College,45500,67500,5
California,associates,Long Beach City College,44000,67400,10
California,associates,American River College,42100,67200,6
California,associates,Laney College,43200,67100,4
California,associates,Ventura College,43800,66800,3
California,associates,Solano Community College,44500,66600,4
California,associates,Santa Barbara City College,45500,66500,6
California,associates,Cerritos College,42500,66400,3
California,associates,Golden West College,46200,66400,2
California,associates,West Los Angeles College,43300,66300,6
California,associates,El Camino Community College District,45000,66200,8
California,associates,Pasadena City College,44600,65900,2
California,associates,San Joaquin Delta College,42000,65800,2
California,associates,Los Angeles Pierce College,43300,65800,3
California,associates,San Diego City College,46000,65700,10
California,associates,Contra Costa College,44100,65600,9
California,associates,Mt San Antonio College,42100,65600,7
California,associates,Riverside City College,42300,65600,2
California,associates,San Diego Miramar College,44100,65500,17
California,associates,Los Angeles Valley College,43600,65500,3
California,associates,Fullerton College,40900,65200,5
California,associates,Fresno City College,43700,65100,6
California,associates,College of Alameda,44600,64800,3
California,associates,Irvine Valley College,43700,64800,6
California,associates,Monterey Peninsula College,45000,64700,9
California,associates,Los Angeles Trade Technical College,41600,64700,3
California,associates,San Bernardino Valley College,40700,64500,5
California,associates,Los Angeles City College,44100,64500,4
California,associates,Palomar College,43000,64400,3
California,associates,Modesto Junior College,42700,64400,5
California,associates,Merced College,42100,64400,3
California,associates,Hartnell College,43000,64300,6
California,associates,East Los Angeles College,41900,63900,1
California,associates,College of the Sequoias,42200,63500,3
California,associates,MiraCosta College,42800,63500,2
California,associates,Yuba College,40800,63400,2
California,associates,Rio Hondo College,40800,63300,3
California,associates,San Diego Mesa College,41700,63000,10
California,associates,Santa Ana College,43900,62800,4
California,associates,Merritt College,46300,62400,1
California,associates,Berkeley City College,43700,62300,5
California,associates,Cuesta College,42300,62300,6
California,associates,Sierra College,41200,62200,8
California,associates,Los Angeles Southwest College,42100,62200,1
California,associates,College of the Siskiyous,44800,61800,2
California,associates,Chaffey College,39200,61700,7
California,associates,Butte College,41300,61700,4
California,associates,Citrus College,39600,61600,2
California,associates,Gavilan College,41000,61600,3
California,associates,Cuyamaca College,41200,61400,7
California,associates,Southwestern College (California),41500,61300,4
California,associates,Los Angeles Mission College,40400,61300,3
California,associates,College of the Redwoods,40400,61200,1
California,associates,Glendale Community College (California),40000,61200,4
California,associates,Oxnard College,41000,61100,5
California,associates,Santiago Canyon College,39100,60400,5
California,associates,Mendocino College,40900,60400,4
California,associates,Imperial Valley College,41400,60100,3
California,associates,National University,41600,59900,6
California,associates,California College San Diego,41000,59800,21
California,associates,Allan Hancock College,39400,59800,5
California,associates,Mt San Jacinto Community College District,39600,59800,4
California,associates,Cerro Coso Community College,42000,59400,8
California,associates,Cosumnes River College,38700,59100,10
California,associates,Crafton Hills College,38100,58900,8
California,associates,Lassen Community College,38700,57900,1
California,associates,Feather River Community College District,37900,57500,3
California,associates,Shasta College,37800,57100,2
California,associates,Barstow Community College,37700,55600,0
California,associates,Humphreys University-Stockton and Modesto Campuses,35800,54400,0
California,associates,Reedley College,36200,54000,18
California,associates,Porterville College,34400,52700,3
Colorado,bachelors,Colorado School of Mines,75600,139600,93
Colorado,bachelors,United States Air Force Academy,76300,138100,43
Colorado,bachelors,University of Colorado Boulder,57800,109900,39
Colorado,bachelors,University of Denver,55700,105100,12
Colorado,bachelors,Colorado College,53100,97900,23
Colorado,bachelors,Colorado State University-Fort Collins,53500,96100,28
Colorado,bachelors,University of Colorado Denver/Anschutz Medical Campus,53200,95600,17
Colorado,bachelors,Regis University,55500,94800,13
Colorado,bachelors,University of Colorado Colorado Springs,52200,90900,21
Colorado,bachelors,Colorado State University-Pueblo,48100,87600,13
Colorado,bachelors,Metropolitan State University of Denver,49400,87200,11
Colorado,bachelors,University of Northern Colorado,47700,87100,7
Colorado,bachelors,Fort Lewis College,48300,82600,19
Colorado,bachelors,Western State Colorado University,44800,81500,19
Colorado,bachelors,Colorado Mesa University,47800,81500,7
Colorado,bachelors,Adams State University,44400,81400,3
Colorado,bachelors,Colorado Christian University,46800,80100,2
Colorado,bachelors,Johnson & Wales University-Denver,41500,74800,0
Colorado,bachelors,Nazarene Bible College,33600,60100,0
Colorado,associates,Colorado Northwestern Community College,56600,78400,0
Colorado,associates,Community College of Denver,44800,67300,1
Colorado,associates,Trinidad State Junior College,42100,65800,0
Colorado,associates,Morgan Community College,45600,65200,0
Colorado,associates,Arapahoe Community College,45100,65100,3
Colorado,associates,Front Range Community College,42200,63900,6
Colorado,associates,Colorado Mesa University,43500,63600,7
Colorado,associates,Red Rocks Community College,43400,63000,3
Colorado,associates,Colorado Christian University,41400,60500,2
Colorado,associates,Pueblo Community College,44000,60500,10
Colorado,associates,Altierus Career College-Thornton,40300,60000,0
Colorado,associates,Pikes Peak Community College,37400,59000,4
Colorado,associates,Aims Community College,40200,58900,1
Colorado,associates,Colorado Mountain College,41100,58600,2
Colorado,associates,Community College of Aurora,39200,58400,4
Colorado,associates,Lamar Community College,37800,55300,0
Colorado,associates,Otero Junior College,39300,55200,0
Colorado,associates,Northeastern Junior College,37000,54400,0
Colorado,associates,Johnson & Wales University-Denver,35300,54000,0
Connecticut,bachelors,Yale University,70300,138300,22
Connecticut,bachelors,United States Coast Guard Academy,67300,118100,69
Connecticut,bachelors,Wesleyan University,61600,117000,21
Connecticut,bachelors,Fairfield University,62300,116900,17
Connecticut,bachelors,Trinity College,60100,110900,22
Connecticut,bachelors,University of Connecticut,59100,105200,24
Connecticut,bachelors,University of Hartford,55200,101600,15
Connecticut,bachelors,Connecticut College,57500,100800,30
Connecticut,bachelors,Sacred Heart University,55000,100500,15
Connecticut,bachelors,Quinnipiac University,55900,97700,10
Connecticut,bachelors,University of New Haven,52100,94800,25
Connecticut,bachelors,Central Connecticut State University,53100,93700,15
Connecticut,bachelors,University of Bridgeport,49900,93600,31
Connecticut,bachelors,University of Saint Joseph,49900,88800,9
Connecticut,bachelors,Western Connecticut State University,51700,88100,6
Connecticut,bachelors,St Vincent's College,46800,87900,0
Connecticut,bachelors,Eastern Connecticut State University,49200,87800,14
Connecticut,bachelors,Charter Oak State College,49200,85900,2
Connecticut,bachelors,Albertus Magnus College,49700,85900,2
Connecticut,bachelors,Southern Connecticut State University,48500,83600,6
Connecticut,associates,St Vincent's College,57300,77900,0
Connecticut,associates,University of Bridgeport,49700,73400,31
Connecticut,associates,Eastern Connecticut State University,49900,73200,14
Connecticut,associates,University of Hartford,46100,70500,15
Connecticut,associates,Sacred Heart University,50600,70300,15
Connecticut,associates,Norwalk Community College,45900,68900,9
Connecticut,associates,University of Connecticut,44700,67800,24
Connecticut,associates,Capital Community College,47300,67500,4
Connecticut,associates,Western Connecticut State University,45400,67200,6
Connecticut,associates,Albertus Magnus College,45500,65200,2
Connecticut,associates,Three Rivers Community College,45400,65100,1
Connecticut,associates,Goodwin College,47300,64500,0
Connecticut,associates,Naugatuck Valley Community College,44500,64300,2
Connecticut,associates,Asnuntuck Community College,42100,64100,1
Connecticut,associates,Tunxis Community College,42300,63600,3
Connecticut,associates,Manchester Community College (Connecticut),42800,62300,8
Connecticut,associates,Charter Oak State College,41800,62000,2
Connecticut,associates,Housatonic Community College,40600,61900,4
Connecticut,associates,Mitchell College,39900,60200,0
Connecticut,associates,Gateway Community College,41500,59600,6
Connecticut,associates,Northwestern Connecticut Community College,39500,58300,0
Connecticut,associates,Quinebaug Valley Community College,39300,57700,16
Connecticut,associates,Middlesex Community College (Connecticut),39000,56500,3
Delaware,bachelors,University of Delaware,58600,105400,22
Delaware,bachelors,Goldey-Beacom College,49800,86900,25
Delaware,bachelors,Delaware State University,46300,81900,10
Delaware,bachelors,Wesley College,45400,77300,2
Delaware,bachelors,Wilmington University,45100,76600,4
Delaware,associates,Wesley College,41700,60700,2
Delaware,associates,Goldey-Beacom College,40500,59000,25
Delaware,associates,Wilmington University,40300,58700,4
Delaware,associates,Delaware Technical Community College-Terry,40600,58500,5
Delaware,associates,University of Delaware,38200,58200,22
Florida,bachelors,Embry-Riddle Aeronautical University-Daytona Beach,63300,111200,35
Florida,bachelors,Polytechnic University of Puerto Rico-Miami,60600,108300,10
Florida,bachelors,Florida Institute of Technology,58300,105400,48
Florida,bachelors,University of Florida,55800,102800,29
Florida,bachelors,Polytechnic University of Puerto Rico-Orlando,57600,102200,29
Florida,bachelors,University of Miami,56200,99600,22
Florida,bachelors,Embry-Riddle Aeronautical University-Worldwide,55800,96800,3
Florida,bachelors,Florida State University,50800,92700,18
Florida,bachelors,The University of Tampa,49200,91500,8
Florida,bachelors,University of South Florida-Main Campus,49700,91300,25
Florida,bachelors,Florida Atlantic University,49400,91200,15
Florida,bachelors,Jacksonville University,50100,90400,5
Florida,bachelors,Florida International University,49600,90100,16
Florida,bachelors,Adventist University of Health Sciences,51600,89800,5
Florida,bachelors,Nova Southeastern University,50200,89800,9
Florida,bachelors,University of Central Florida,49700,88600,16
Florida,bachelors,Eckerd College,49200,88400,25
Florida,bachelors,Rollins College,49000,87000,7
Florida,bachelors,University of North Florida,48800,86600,11
Florida,bachelors,New College of Florida,47300,86500,4
Florida,bachelors,Stetson University,47000,86000,7
Florida,bachelors,Lynn University,46100,85000,2
Florida,bachelors,St Thomas University,47400,84500,4
Florida,bachelors,Barry University,47400,84400,12
Florida,bachelors,Florida Agricultural and Mechanical University,48000,83900,8
Florida,bachelors,Florida Southern College,45400,82500,14
Florida,bachelors,Seminole State College of Florida,46400,82400,13
Florida,bachelors,Valencia College,46500,82300,9
Florida,bachelors,Palm Beach Atlantic University,45300,81800,7
Florida,bachelors,The University of West Florida,45200,81700,11
Florida,bachelors,Everglades University,46100,81500,0
Florida,bachelors,Ringling College of Art and Design,47900,81300,0
Florida,bachelors,Saint Leo University,45200,80800,6
Florida,bachelors,Webber International University,44200,80200,2
Florida,bachelors,Florida Gulf Coast University,46200,80000,10
Florida,bachelors,University of South Florida-St Petersburg,44700,80000,10
Florida,bachelors,University of South Florida-Sarasota-Manatee,44800,79400,11
Florida,bachelors,Flagler College-St Augustine,43000,78700,0
Florida,bachelors,Florida State College at Jacksonville,44400,78100,6
Florida,bachelors,St Petersburg College,46600,77800,8
Florida,bachelors,Miami Dade College,45100,77700,2
Florida,bachelors,Broward College,44400,77400,4
Florida,bachelors,Florida Institute of Technology-Online,43400,77300,12
Florida,bachelors,College of Central Florida,41700,76200,4
Florida,bachelors,Palm Beach State College,43200,76200,8
Florida,bachelors,Florida SouthWestern State College,42100,76100,4
Florida,bachelors,Warner University,41500,76000,2
Florida,bachelors,Polk State College,42100,74600,1
Florida,bachelors,Johnson & Wales University-North Miami,41000,74200,0
Florida,bachelors,Southeastern University,41300,73900,1
Florida,bachelors,Pensacola State College,41400,73900,3
Florida,bachelors,Hodges University,41300,73600,11
Florida,bachelors,Daytona State College,41300,73300,4
Florida,bachelors,Bethune-Cookman University,41400,72900,7
Florida,bachelors,Indian River State College,41300,72400,5
Florida,bachelors,Keiser University-Ft Lauderdale,43400,71700,4
Florida,bachelors,Northwest Florida State College,40600,71600,4
Florida,bachelors,Flagler College-Tallahassee,40000,71100,0
Florida,bachelors,Altierus Career College-Tampa,37600,68600,2
Florida,bachelors,Florida Memorial University,36900,67100,9
Florida,bachelors,Edward Waters College,34600,63000,17
Florida,bachelors,The Baptist College of Florida,28400,52000,0
Florida,associates,Embry-Riddle Aeronautical University-Worldwide,51600,75700,3
Florida,associates,Embry-Riddle Aeronautical University-Daytona Beach,50000,72400,35
Florida,associates,Florida International University,41900,67700,16
Florida,associates,Palm Beach State College,41200,64600,8
Florida,associates,University of South Florida-Main Campus,40600,64300,25
Florida,associates,Miami Dade College,40600,64000,2
Florida,associates,University of Central Florida,40000,63700,16
Florida,associates,Broward College,41000,63600,4
Florida,associates,Florida Atlantic University,39700,63600,15
Florida,associates,Florida Keys Community College,42300,63500,2
Florida,associates,University of Florida,43000,63000,29
Florida,associates,University of North Florida,38300,62900,11
Florida,associates,Florida State University,41900,62600,18
Florida,associates,Polk State College,41700,62400,1
Florida,associates,Florida Gateway College,42200,61400,2
Florida,associates,Hillsborough Community College,41100,61200,3
Florida,associates,Pensacola State College,40400,61100,3
Florida,associates,Florida SouthWestern State College,41300,61000,4
Florida,associates,South Florida State College,40200,61000,2
Florida,associates,St Petersburg College,40200,61000,8
Florida,associates,Valencia College,38100,60800,9
Florida,associates,State College of Florida-Manatee-Sarasota,41500,60400,6
Florida,associates,Eastern Florida State College,36800,59500,5
Florida,associates,Florida State College at Jacksonville,39400,59300,6
Florida,associates,Saint Leo University,40100,59300,6
Florida,associates,Indian River State College,40100,59200,5
Florida,associates,Santa Fe College,39600,58800,6
Florida,associates,Pasco-Hernando State College,40600,57700,3
Florida,associates,Florida College,37100,57300,0
Florida,associates,Seminole State College of Florida,38300,57200,13
Florida,associates,Gulf Coast State College,40100,57000,3
Florida,associates,Tallahassee Community College,37200,56700,3
Florida,associates,Daytona State College,39900,56500,4
Florida,associates,Northwest Florida State College,37800,56200,4
Florida,associates,College of Central Florida,37800,56100,4
Florida,associates,Saint Johns River State College,38400,56100,8
Florida,associates,Nova Southeastern University,36800,56000,9
Florida,associates,Johnson & Wales University-North Miami,36400,55800,0
Florida,associates,Florida Gulf Coast University,35700,55700,10
Florida,associates,North Florida Community College,35000,55300,0
Florida,associates,Lake-Sumter State College,36000,55300,5
Florida,associates,Chipola College,36900,54600,1
Florida,associates,The University of West Florida,35000,54300,11
Florida,associates,Hodges University,35600,53300,11
Florida,associates,Keiser University-Ft Lauderdale,41200,51500,4
Florida,associates,Altierus Career College-Tampa,33100,47200,2
Florida,associates,Everest University-South Orlando,31000,44800,10
Florida,associates,Ultimate Medical Academy-Clearwater,29200,42500,0
Florida,associates,Ultimate Medical Academy-Tampa,29600,40800,0
Georgia,bachelors,Georgia Institute of Technology-Main Campus,72700,133400,80
Georgia,bachelors,Emory University,62000,110800,20
Georgia,bachelors,University of Georgia,54400,100700,14
Georgia,bachelors,Morehouse College,55700,98700,26
Georgia,bachelors,Kennesaw State University,52500,94600,22
Georgia,bachelors,Oglethorpe University,52400,91400,12
Georgia,bachelors,Georgia State University,50600,90800,18
Georgia,bachelors,Georgia Southern University,49000,88000,17
Georgia,bachelors,University of North Georgia,47300,85600,8
Georgia,bachelors,Spelman College,50200,85400,24
Georgia,bachelors,Mercer University,48500,85100,14
Georgia,bachelors,Berry College,44900,84900,21
Georgia,bachelors,Augusta University,47000,84400,10
Georgia,bachelors,Agnes Scott College,46000,83600,26
Georgia,bachelors,University of West Georgia,46700,82700,9
Georgia,bachelors,Armstrong State University,46600,81500,10
Georgia,bachelors,Clayton State University,46400,81200,9
Georgia,bachelors,Clark Atlanta University,46300,81100,15
Georgia,bachelors,Valdosta State University,43400,81000,7
Georgia,bachelors,Georgia College & State University,45300,80300,12
Georgia,bachelors,Savannah College of Art and Design,46800,80100,3
Georgia,bachelors,Shorter University,45600,79900,6
