major,college_name,college_type,financial_aid,roi,total_cost
computer science and math,University of Southern California(Private),private,1.0,923000,264000
computer science and math,University of North Carolina at Chapel Hill(In-State),instate,1.0,922000,98900
computer science and math,Bentley University(Private),private,1.0,921000,240000
computer science and math,SUNY at Binghamton(In-State),instate,1.0,913000,95600
computer science and math,University of Michigan-Ann Arbor(In-State),instate,1.0,913000,110000
computer science and math,University of Utah(Out-of-State),outofstate,1.0,912000,159000
computer science and math,Case Western Reserve University(Private),private,1.0,907000,242000
computer science and math,Miami University-Oxford(In-State),instate,1.0,907000,119000
computer science and math,University of Massachusetts-Lowell(Out-of-State),outofstate,1.0,907000,169000
computer science and math,George Mason University(Out-of-State),outofstate,1.0,899000,187000
computer science and math,California State University-Northridge(In-State),instate,1.0,898000,85400
computer science and math,University of Mary Washington(Out-of-State),outofstate,1.0,893000,156000
computer science and math,United States Naval Academy(Service Academy),service academy,1.0,891000,0
computer science and math,University of Massachusetts-Amherst(Out-of-State),outofstate,1.0,891000,174000
computer science and math,Western Washington University(Out-of-State),outofstate,1.0,888000,140000
computer science and math,University of Colorado Boulder(Out-of-State),outofstate,1.0,887000,210000
computer science and math,Trinity University(Private),private,1.0,886000,207000
computer science and math,Montana State University(In-State),instate,1.0,884000,79800
computer science and math,University of Minnesota-Twin Cities(In-State),instate,1.0,884000,104000
computer science and math,The University of Texas at Dallas(Out-of-State),outofstate,1.0,883000,167000
computer science and math,California State University-Sacramento(Out-of-State),outofstate,1.0,882000,140000
computer science and math,Rose-Hulman Institute of Technology(Private),private,1.0,880000,239000
computer science and math,Touro College(Private),private,1.0,876000,126000
computer science and math,University of Maryland-Baltimore County(In-State),instate,1.0,874000,103000
computer science and math,University of Richmond(Private),private,1.0,870000,242000
computer science and math,Oregon State University(In-State),instate,1.0,867000,101000
computer science and math,SUNY at Binghamton(Out-of-State),outofstate,1.0,862000,146000
computer science and math,Rutgers University-Newark(In-State),instate,1.0,860000,122000
computer science and math,Stony Brook University(In-State),instate,1.0,856000,93300
computer science and math,The University of Texas at Austin(Out-of-State),outofstate,1.0,855000,203000
computer science and math,University of Nevada-Las Vegas(In-State),instate,1.0,854000,89700
computer science and math,California State University-Northridge(Out-of-State),outofstate,1.0,853000,130000
computer science and math,University of Alabama in Huntsville(In-State),instate,1.0,852000,96200
computer science and math,University of Minnesota-Twin Cities(Out-of-State),outofstate,1.0,852000,136000
computer science and math,University of California-Riverside(In-State),instate,1.0,848000,133000
computer science and math,CUNY Hunter College(In-State),instate,1.0,847000,83900
computer science and math,University of Rhode Island(In-State),instate,1.0,847000,111000
computer science and math,North Carolina State University at Raleigh(In-State),instate,1.0,846000,90600
computer science and math,Fordham University(Private),private,1.0,844000,266000
computer science and math,Colorado State University-Fort Collins(In-State),instate,1.0,843000,95300
computer science and math,Miami University-Oxford(Out-of-State),outofstate,1.0,840000,185000
computer science and math,Ramapo College of New Jersey(In-State),instate,1.0,840000,119000
computer science and math,University of Wisconsin-Eau Claire(In-State),instate,1.0,839000,77200
computer science and math,Arizona State University-Tempe(In-State),instate,1.0,838000,100000
computer science and math,California State University-San Marcos(In-State),instate,1.0,838000,96300
computer science and math,New Mexico Institute of Mining and Technology(In-State),instate,1.0,838000,79100
computer science and math,Texas A & M University-College Station(In-State),instate,1.0,837000,97100
computer science and math,Wake Forest University(Private),private,1.0,837000,254000
computer science and math,Texas Christian University(Private),private,1.0,834000,223000
computer science and math,Cedarville University(Private),private,1.0,829000,145000
computer science and math,Grinnell College(Private),private,1.0,829000,241000
computer science and math,Park University(Private),private,1.0,828000,97800
computer science and math,Wentworth Institute of Technology(Private),private,1.0,828000,200000
computer science and math,CUNY Queens College(In-State),instate,1.0,826000,107000
computer science and math,Loyola Marymount University(Private),private,1.0,826000,239000
computer science and math,University of North Carolina at Chapel Hill(Out-of-State),outofstate,1.0,825000,196000
computer science and math,Montana State University(Out-of-State),outofstate,1.0,824000,140000
computer science and math,University of Maryland-Baltimore County(Out-of-State),outofstate,1.0,824000,153000
computer science and math,New Jersey Institute of Technology(In-State),instate,1.0,823000,135000
computer science and math,CUNY Hunter College(Out-of-State),outofstate,1.0,819000,111000
computer science and math,University of New Hampshire-Main Campus(In-State),instate,1.0,814000,125000
computer science and math,Pacific Lutheran University(Private),private,1.0,812000,204000
computer science and math,California State Polytechnic University-Pomona(In-State),instate,1.0,809000,98300
computer science and math,Regis University(Private),private,1.0,809000,191000
computer science and math,University of Wisconsin-Eau Claire(Out-of-State),outofstate,1.0,809000,107000
computer science and math,Drexel University(Private),private,1.0,806000,267000
computer science and math,University of Alabama in Huntsville(Out-of-State),outofstate,1.0,806000,143000
computer science and math,Ramapo College of New Jersey(Out-of-State),outofstate,1.0,805000,154000
computer science and math,University of Nebraska at Omaha(In-State),instate,1.0,804000,80300
computer science and math,University of Wisconsin-Madison(In-State),instate,1.0,804000,98200
computer science and math,California State University-Chico(In-State),instate,1.0,800000,92100
computer science and math,Rutgers University-Newark(Out-of-State),outofstate,1.0,800000,182000
computer science and math,University of Iowa(In-State),instate,1.0,800000,84400
computer science and math,Stony Brook University(Out-of-State),outofstate,1.0,799000,151000
computer science and math,CUNY Queens College(Out-of-State),outofstate,1.0,798000,135000
computer science and math,Oregon State University(Out-of-State),outofstate,1.0,798000,170000
computer science and math,University of Nevada-Las Vegas(Out-of-State),outofstate,1.0,798000,145000
computer science and math,Loyola University Maryland(Private),private,1.0,797000,244000
computer science and math,San Diego State University(In-State),instate,1.0,797000,105000
computer science and math,University of Michigan-Ann Arbor(Out-of-State),outofstate,1.0,797000,226000
computer science and math,University of Arizona(In-State),instate,1.0,796000,103000
computer science and math,California State University-Long Beach(In-State),instate,1.0,795000,91400
computer science and math,California State University-San Marcos(Out-of-State),outofstate,1.0,793000,141000
computer science and math,New Mexico Institute of Mining and Technology(Out-of-State),outofstate,1.0,789000,128000
computer science and math,Saint Leo University(Private),private,1.0,788000,143000
computer science and math,The University of Alabama(In-State),instate,1.0,788000,111000
computer science and math,West Virginia University(In-State),instate,1.0,788000,80500
computer science and math,University of Louisiana at Lafayette(In-State),instate,1.0,786000,84700
computer science and math,Knox College(Private),private,1.0,785000,208000
computer science and math,Missouri University of Science and Technology(In-State),instate,1.0,785000,87300
computer science and math,Montclair State University(In-State),instate,1.0,785000,115000
computer science and math,University of Rhode Island(Out-of-State),outofstate,1.0,784000,174000
computer science and math,Grove City College(Private),private,1.0,783000,105000
computer science and math,North Carolina State University at Raleigh(Out-of-State),outofstate,1.0,783000,153000
computer science and math,College of Staten Island CUNY(In-State),instate,1.0,782000,115000
computer science and math,Wayne State University(In-State),instate,1.0,781000,97900
computer science and math,Clemson University(In-State),instate,1.0,780000,114000
computer science and math,Pennsylvania State University-Main Campus(In-State),instate,1.0,780000,139000
computer science and math,Arizona State University-Tempe(Out-of-State),outofstate,1.0,779000,160000
computer science and math,McKendree University(Private),private,1.0,779000,160000
computer science and math,University of Houston(In-State),instate,1.0,777000,94000
computer science and math,Colorado State University-Fort Collins(Out-of-State),outofstate,1.0,776000,162000
computer science and math,CUNY City College(In-State),instate,1.0,775000,111000
computer science and math,Kettering University(Private),private,1.0,772000,215000
computer science and math,University of Massachusetts-Dartmouth(In-State),instate,1.0,772000,107000
computer science and math,Weber State University(In-State),instate,1.0,772000,74400
computer science and math,Utah State University(In-State),instate,1.0,770000,74000
computer science and math,Bowdoin College(Private),private,1.0,768000,251000
computer science and math,New Jersey Institute of Technology(Out-of-State),outofstate,1.0,768000,190000
computer science and math,Nova Southeastern University(Private),private,1.0,766000,180000
computer science and math,Washington State University(In-State),instate,1.0,766000,111000
computer science and math,Texas A & M University-College Station(Out-of-State),outofstate,1.0,765000,169000
computer science and math,California State Polytechnic University-Pomona(Out-of-State),outofstate,1.0,764000,143000
computer science and math,University of Kansas(In-State),instate,1.0,764000,95700
computer science and math,The College of New Jersey(In-State),instate,1.0,763000,127000
computer science and math,DePauw University(Private),private,1.0,762000,229000
computer science and math,University of Illinois at Chicago(In-State),instate,1.0,762000,118000
computer science and math,University of New Hampshire-Main Campus(Out-of-State),outofstate,1.0,761000,178000
computer science and math,University of Redlands(Private),private,1.0,760000,247000
computer science and math,University of Nebraska at Omaha(Out-of-State),outofstate,1.0,758000,126000
computer science and math,Villanova University(Private),private,1.0,758000,248000
computer science and math,Manhattan College(Private),private,1.0,757000,221000
computer science and math,California State University-Chico(Out-of-State),outofstate,1.0,756000,137000
computer science and math,Clarkson University(Private),private,1.0,756000,244000
computer science and math,The University of Texas at Arlington(In-State),instate,1.0,756000,91900
computer science and math,College of Staten Island CUNY(Out-of-State),outofstate,1.0,755000,143000
computer science and math,University of Colorado Colorado Springs(In-State),instate,1.0,755000,91000
computer science and math,Humboldt State University(In-State),instate,1.0,752000,92700
computer science and math,San Diego State University(Out-of-State),outofstate,1.0,752000,150000
computer science and math,Montclair State University(Out-of-State),outofstate,1.0,751000,149000
computer science and math,University of California-Riverside(Out-of-State),outofstate,1.0,751000,230000
computer science and math,California State University-Long Beach(Out-of-State),outofstate,1.0,750000,136000
computer science and math,Sonoma State University(In-State),instate,1.0,750000,96800
computer science and math,University of Missouri-Columbia(In-State),instate,1.0,750000,96600
computer science and math,University of South Florida-Main Campus(In-State),instate,1.0,749000,84200
computer science and math,CUNY City College(Out-of-State),outofstate,1.0,748000,138000
computer science and math,University of North Carolina at Charlotte(In-State),instate,1.0,748000,82300
computer science and math,University of North Texas(In-State),instate,1.0,748000,86400
computer science and math,Tennessee Technological University(In-State),instate,1.0,747000,96900
computer science and math,Texas Tech University(In-State),instate,1.0,747000,89700
computer science and math,West Chester University of Pennsylvania(In-State),instate,1.0,747000,104000
computer science and math,University of Cincinnati-Main Campus(In-State),instate,1.0,746000,111000
computer science and math,Portland State University(In-State),instate,1.0,745000,94700
computer science and math,Oklahoma Christian University(Private),private,1.0,742000,125000
computer science and math,University of New Mexico-Main Campus(In-State),instate,1.0,742000,82800
computer science and math,California Lutheran University(Private),private,1.0,739000,221000
computer science and math,Old Dominion University(In-State),instate,1.0,739000,94000
computer science and math,Rochester Institute of Technology(Private),private,1.0,739000,201000
computer science and math,McNeese State University(In-State),instate,1.0,738000,77100
computer science and math,DePaul University(Private),private,1.0,737000,207000
computer science and math,Fairfield University(Private),private,1.0,737000,243000
computer science and math,University of Louisiana at Lafayette(Out-of-State),outofstate,1.0,737000,134000
computer science and math,Weber State University(Out-of-State),outofstate,1.0,737000,110000
computer science and math,Iowa State University(In-State),instate,1.0,734000,77200
computer science and math,Bowie State University(In-State),instate,1.0,733000,84300
computer science and math,Purdue University-Main Campus(In-State),instate,1.0,733000,92300
computer science and math,University of Houston(Out-of-State),outofstate,1.0,733000,137000
computer science and math,West Virginia University(Out-of-State),outofstate,1.0,733000,135000
computer science and math,Augsburg College(Private),private,1.0,731000,191000
computer science and math,Northern Illinois University(In-State),instate,1.0,731000,115000
computer science and math,College of Charleston(In-State),instate,1.0,730000,111000
computer science and math,Syracuse University(Private),private,1.0,730000,241000
computer science and math,University of Wisconsin-Madison(Out-of-State),outofstate,1.0,730000,172000
computer science and math,Morehouse College(Private),private,1.0,728000,191000
computer science and math,Wayne State University(Out-of-State),outofstate,1.0,728000,151000
computer science and math,University of Central Florida(In-State),instate,1.0,727000,86200
computer science and math,University of St Thomas (Minnesota)(Private),private,1.0,727000,203000
computer science and math,Colorado Christian University(Private),private,1.0,726000,163000
computer science and math,Otterbein University(Private),private,1.0,726000,180000
computer science and math,Pennsylvania State University-Main Campus(Out-of-State),outofstate,1.0,726000,193000
computer science and math,The University of Alabama(Out-of-State),outofstate,1.0,726000,173000
computer science and math,University of Wisconsin-Stout(In-State),instate,1.0,726000,76600
computer science and math,Missouri University of Science and Technology(Out-of-State),outofstate,1.0,724000,149000
computer science and math,University of Louisville(In-State),instate,1.0,724000,98400
computer science and math,Augusta University(In-State),instate,1.0,722000,82500
computer science and math,Seattle Pacific University(Private),private,1.0,722000,204000
computer science and math,University of Iowa(Out-of-State),outofstate,1.0,722000,163000
computer science and math,University of Rochester(Private),private,1.0,722000,258000
computer science and math,University of Georgia(In-State),instate,1.0,721000,96100
computer science and math,Utah State University(Out-of-State),outofstate,1.0,721000,123000
computer science and math,Minnesota State University-Mankato(In-State),instate,1.0,720000,74900
computer science and math,The College of New Jersey(Out-of-State),outofstate,1.0,720000,170000
computer science and math,University of Massachusetts-Dartmouth(Out-of-State),outofstate,1.0,719000,160000
computer science and math,Lawrence Technological University(Private),private,1.0,717000,180000
computer science and math,The University of Texas at Arlington(Out-of-State),outofstate,1.0,716000,133000
computer science and math,University of Arizona(Out-of-State),outofstate,1.0,716000,183000
computer science and math,Texas State University(In-State),instate,1.0,715000,83300
computer science and math,Bryant University(Private),private,1.0,713000,225000
computer science and math,California State University-Fullerton(In-State),instate,1.0,713000,100000
computer science and math,University of Colorado Colorado Springs(Out-of-State),outofstate,1.0,713000,133000
computer science and math,Wright State University-Main Campus(In-State),instate,1.0,713000,92000
computer science and math,Michigan State University(In-State),instate,1.0,712000,103000
computer science and math,Pace University-New York(Private),private,1.0,712000,242000
computer science and math,Truman State University(In-State),instate,1.0,712000,81500
computer science and math,Washington State University(Out-of-State),outofstate,1.0,712000,165000
computer science and math,Louisiana State University and Agricultural & Mechanical College(In-State),instate,1.0,711000,102000
computer science and math,Texas Tech University(Out-of-State),outofstate,1.0,711000,126000
computer science and math,University of Illinois at Chicago(Out-of-State),outofstate,1.0,711000,169000
computer science and math,University of North Texas(Out-of-State),outofstate,1.0,711000,123000
computer science and math,University of Minnesota-Duluth(In-State),instate,1.0,709000,94700
computer science and math,California State University-Fresno(In-State),instate,1.0,708000,80800
computer science and math,Humboldt State University(Out-of-State),outofstate,1.0,708000,137000
computer science and math,Allegheny College(Private),private,1.0,706000,222000
computer science and math,Clemson University(Out-of-State),outofstate,1.0,706000,188000
computer science and math,Kansas State University(In-State),instate,1.0,706000,89900
computer science and math,Providence College(Private),private,1.0,706000,240000
computer science and math,Taylor University(Private),private,1.0,706000,166000
computer science and math,Sonoma State University(Out-of-State),outofstate,1.0,705000,141000
computer science and math,University of South Florida-Main Campus(Out-of-State),outofstate,1.0,705000,128000
computer science and math,West Chester University of Pennsylvania(Out-of-State),outofstate,1.0,705000,146000
computer science and math,Lipscomb University(Private),private,1.0,704000,173000
computer science and math,North Dakota State University-Main Campus(In-State),instate,1.0,704000,80400
computer science and math,Georgia State University(In-State),instate,1.0,703000,103000
computer science and math,University of Maine(In-State),instate,1.0,703000,94200
computer science and math,Florida Atlantic University(In-State),instate,1.0,702000,88400
computer science and math,The Evergreen State College(In-State),instate,1.0,702000,88600
computer science and math,University of Oklahoma-Norman Campus(In-State),instate,1.0,702000,99900
computer science and math,University of Kansas(Out-of-State),outofstate,1.0,701000,158000
computer science and math,University of Florida(In-State),instate,1.0,700000,81600
computer science and math,Central Washington University(In-State),instate,1.0,699000,90500
computer science and math,Frostburg State University(In-State),instate,1.0,699000,81500
computer science and math,Indiana University-Bloomington(In-State),instate,1.0,698000,97600
computer science and math,La Salle University(Private),private,1.0,698000,219000
computer science and math,Bradley University(Private),private,1.0,697000,176000
computer science and math,University of Nebraska-Lincoln(In-State),instate,1.0,697000,92700
computer science and math,University of North Florida(In-State),instate,1.0,697000,84000
computer science and math,Hofstra University(Private),private,1.0,696000,229000
computer science and math,University of Missouri-St Louis(In-State),instate,1.0,696000,94300
computer science and math,University of North Carolina at Charlotte(Out-of-State),outofstate,1.0,696000,134000
computer science and math,University of Wisconsin-Stout(Out-of-State),outofstate,1.0,695000,108000
computer science and math,McNeese State University(Out-of-State),outofstate,1.0,694000,121000
computer science and math,Northern Illinois University(Out-of-State),outofstate,1.0,694000,152000
computer science and math,University of Minnesota-Duluth(Out-of-State),outofstate,1.0,694000,110000
computer science and math,University of Connecticut(In-State),instate,1.0,693000,115000
computer science and math,South Dakota School of Mines and Technology(In-State),instate,1.0,692000,93500
computer science and math,Auburn University(In-State),instate,1.0,691000,115000
computer science and math,Bowie State University(Out-of-State),outofstate,1.0,690000,126000
computer science and math,Chapman University(Private),private,1.0,690000,253000
computer science and math,Minnesota State University-Mankato(Out-of-State),outofstate,1.0,690000,105000
computer science and math,Eastern Connecticut State University(In-State),instate,1.0,688000,101000
computer science and math,Truman State University(Out-of-State),outofstate,1.0,688000,106000
computer science and math,University of Missouri-Columbia(Out-of-State),outofstate,1.0,688000,158000
computer science and math,Michigan Technological University(In-State),instate,1.0,687000,109000
computer science and math,University of Evansville(Private),private,1.0,687000,187000
computer science and math,Sacred Heart University(Private),private,1.0,686000,220000
computer science and math,Tennessee Technological University(Out-of-State),outofstate,1.0,686000,158000
computer science and math,University of Cincinnati-Main Campus(Out-of-State),outofstate,1.0,685000,172000
computer science and math,University of New Mexico-Main Campus(Out-of-State),outofstate,1.0,685000,139000
computer science and math,Salem State University(In-State),instate,1.0,684000,95000
computer science and math,Ohio State University-Main Campus(In-State),instate,1.0,683000,103000
computer science and math,Saint Cloud State University(In-State),instate,1.0,683000,77700
computer science and math,Iowa State University(Out-of-State),outofstate,1.0,682000,129000
computer science and math,Portland State University(Out-of-State),outofstate,1.0,682000,158000
computer science and math,Florida International University(In-State),instate,1.0,681000,92800
computer science and math,Northern Arizona University(In-State),instate,1.0,681000,99400
computer science and math,Gustavus Adolphus College(Private),private,1.0,680000,209000
computer science and math,University of Pittsburgh-Pittsburgh Campus(In-State),instate,1.0,680000,130000
computer science and math,Wright State University-Main Campus(Out-of-State),outofstate,1.0,680000,125000
computer science and math,New York Institute of Technology(Private),private,1.0,679000,207000
computer science and math,University of Central Oklahoma(In-State),instate,1.0,679000,76600
computer science and math,Boise State University(In-State),instate,1.0,678000,80500
computer science and math,South Dakota School of Mines and Technology(Out-of-State),outofstate,1.0,678000,108000
computer science and math,Pennsylvania State University-Penn State Erie-Behrend College(In-State),instate,1.0,677000,127000
computer science and math,Temple University(In-State),instate,1.0,677000,125000
computer science and math,Texas A & M University-Commerce(In-State),instate,1.0,677000,72800
computer science and math,University of Idaho(In-State),instate,1.0,677000,80200
computer science and math,SUNY at Albany(In-State),instate,1.0,676000,94700
computer science and math,Southeastern Louisiana University(In-State),instate,1.0,676000,76000
computer science and math,Texas State University(Out-of-State),outofstate,1.0,674000,125000
computer science and math,University of Oregon(In-State),instate,1.0,674000,99700
computer science and math,Old Dominion University(Out-of-State),outofstate,1.0,673000,160000
computer science and math,Augusta University(Out-of-State),outofstate,1.0,672000,132000
computer science and math,Western Connecticut State University(In-State),instate,1.0,672000,97600
computer science and math,Marquette University(Private),private,1.0,670000,204000
computer science and math,California State University-Fullerton(Out-of-State),outofstate,1.0,669000,145000
computer science and math,University at Buffalo(In-State),instate,1.0,669000,99400
computer science and math,Benedictine University(Private),private,1.0,668000,162000
computer science and math,University of Wyoming(In-State),instate,1.0,668000,75600
computer science and math,Southern Illinois University-Edwardsville(In-State),instate,1.0,667000,93500
computer science and math,University of Louisville(Out-of-State),outofstate,1.0,667000,156000
computer science and math,University of Dayton(Private),private,1.0,666000,211000
computer science and math,University of the Pacific(Private),private,1.0,666000,239000
computer science and math,Stockton University(In-State),instate,1.0,665000,115000
computer science and math,Wichita State University(In-State),instate,1.0,665000,83100
computer science and math,Bemidji State University(In-State),instate,1.0,664000,78300
computer science and math,Bemidji State University(Out-of-State),outofstate,1.0,664000,78300
computer science and math,California State University-Fresno(Out-of-State),outofstate,1.0,663000,125000
computer science and math,Northern Kentucky University(In-State),instate,1.0,663000,82900
computer science and math,University of Central Florida(Out-of-State),outofstate,1.0,663000,151000
computer science and math,University of Vermont(In-State),instate,1.0,663000,122000
computer science and math,Baylor University(Private),private,1.0,662000,224000
computer science and math,Shippensburg University of Pennsylvania(In-State),instate,1.0,662000,102000
computer science and math,College of Charleston(Out-of-State),outofstate,1.0,661000,180000
computer science and math,Southern Methodist University(Private),private,1.0,661000,262000
computer science and math,Oklahoma State University-Main Campus(In-State),instate,1.0,660000,89000
computer science and math,Susquehanna University(Private),private,1.0,660000,218000
computer science and math,CUNY Bernard M Baruch College(In-State),instate,1.0,659000,116000
computer science and math,North Dakota State University-Main Campus(Out-of-State),outofstate,1.0,659000,125000
computer science and math,Salem State University(Out-of-State),outofstate,1.0,659000,120000
computer science and math,Purdue University-Main Campus(Out-of-State),outofstate,1.0,658000,168000
computer science and math,University of Akron Main Campus(In-State),instate,1.0,657000,99000
computer science and math,University of North Dakota(In-State),instate,1.0,657000,82700
computer science and math,North Carolina A & T State University(In-State),instate,1.0,656000,70000
computer science and math,Oregon Institute of Technology(In-State),instate,1.0,655000,90000
computer science and math,Tulane University of Louisiana(Private),private,1.0,654000,256000
computer science and math,University of Nevada-Reno(In-State),instate,1.0,653000,91500
computer science and math,California State University-San Bernardino(In-State),instate,1.0,652000,84500
computer science and math,Florida Atlantic University(Out-of-State),outofstate,1.0,652000,138000
computer science and math,Frostburg State University(Out-of-State),outofstate,1.0,652000,128000
computer science and math,Saint Cloud State University(Out-of-State),outofstate,1.0,652000,109000
computer science and math,Kansas State University(Out-of-State),outofstate,1.0,651000,145000
computer science and math,Kean University(In-State),instate,1.0,651000,112000
computer science and math,Rowan University(In-State),instate,1.0,651000,113000
computer science and math,University of Denver(Private),private,1.0,651000,236000
computer science and math,University of Georgia(Out-of-State),outofstate,1.0,649000,169000
computer science and math,University of Oklahoma-Norman Campus(Out-of-State),outofstate,1.0,649000,153000
computer science and math,Central Washington University(Out-of-State),outofstate,1.0,648000,141000
computer science and math,Towson University(In-State),instate,1.0,648000,96900
computer science and math,Emporia State University(In-State),instate,1.0,647000,71900
computer science and math,New Mexico State University-Main Campus(In-State),instate,1.0,647000,75600
computer science and math,Pennsylvania State University-Penn State Erie-Behrend College(Out-of-State),outofstate,1.0,647000,157000
computer science and math,SUNY College at Geneseo(In-State),instate,1.0,647000,92000
computer science and math,The Evergreen State College(Out-of-State),outofstate,1.0,646000,145000
computer science and math,University of Northern Iowa(In-State),instate,1.0,646000,80900
computer science and math,Georgia State University(Out-of-State),outofstate,1.0,645000,162000
computer science and math,University of Central Oklahoma(Out-of-State),outofstate,1.0,644000,112000
computer science and math,University of North Carolina at Greensboro(In-State),instate,1.0,643000,77600
computer science and math,Louisiana State University and Agricultural & Mechanical College(Out-of-State),outofstate,1.0,642000,172000
computer science and math,University of Arkansas(In-State),instate,1.0,642000,93100
computer science and math,Florida State University(In-State),instate,1.0,641000,87800
computer science and math,Millersville University of Pennsylvania(In-State),instate,1.0,641000,101000
computer science and math,The University of Tennessee-Chattanooga(In-State),instate,1.0,641000,87400
computer science and math,University of Nebraska-Lincoln(Out-of-State),outofstate,1.0,641000,149000
computer science and math,Eastern Connecticut State University(Out-of-State),outofstate,1.0,640000,149000
computer science and math,Middle Tennessee State University(In-State),instate,1.0,640000,86300
computer science and math,Missouri State University-Springfield(In-State),instate,1.0,639000,79900
computer science and math,Stockton University(Out-of-State),outofstate,1.0,639000,142000
computer science and math,University of North Florida(Out-of-State),outofstate,1.0,639000,142000
computer science and math,Hawaii Pacific University(Private),private,1.0,638000,154000
computer science and math,University of Pittsburgh-Pittsburgh Campus(Out-of-State),outofstate,1.0,638000,172000
computer science and math,University of Memphis(In-State),instate,1.0,637000,95800
computer science and math,University of Missouri-St Louis(Out-of-State),outofstate,1.0,637000,153000
computer science and math,Texas A & M University-Commerce(Out-of-State),outofstate,1.0,636000,114000
computer science and math,Christopher Newport University(In-State),instate,1.0,635000,109000
computer science and math,Illinois State University(In-State),instate,1.0,635000,109000
computer science and math,LIU Post(Private),private,1.0,635000,210000
computer science and math,Temple University(Out-of-State),outofstate,1.0,635000,166000
computer science and math,Appalachian State University(In-State),instate,1.0,634000,75800
computer science and math,Central Connecticut State University(In-State),instate,1.0,633000,97300
computer science and math,University of Minnesota-Morris(In-State),instate,1.0,633000,93200
computer science and math,University of Puget Sound(Private),private,1.0,633000,235000
computer science and math,CUNY Bernard M Baruch College(Out-of-State),outofstate,1.0,632000,144000
computer science and math,Christian Brothers University(Private),private,1.0,632000,163000
computer science and math,Virginia Commonwealth University(In-State),instate,1.0,632000,118000
computer science and math,Wichita State University(Out-of-State),outofstate,1.0,632000,116000
computer science and math,Florida International University(Out-of-State),outofstate,1.0,631000,142000
computer science and math,University of Kentucky(In-State),instate,1.0,631000,104000
computer science and math,University of Maine(Out-of-State),outofstate,1.0,631000,167000
computer science and math,University of Minnesota-Morris(Out-of-State),outofstate,1.0,631000,95200
computer science and math,Arkansas Tech University(In-State),instate,1.0,630000,69000
computer science and math,Northern Arizona University(Out-of-State),outofstate,1.0,630000,151000
computer science and math,Southern Adventist University(Private),private,1.0,630000,127000
computer science and math,Northern Kentucky University(Out-of-State),outofstate,1.0,629000,117000
computer science and math,Stephen F Austin State University(In-State),instate,1.0,629000,89100
computer science and math,Indiana University-Purdue University-Indianapolis(In-State),instate,1.0,628000,88200
computer science and math,Shippensburg University of Pennsylvania(Out-of-State),outofstate,1.0,628000,136000
computer science and math,University of Wyoming(Out-of-State),outofstate,1.0,627000,117000
computer science and math,Western Michigan University(In-State),instate,1.0,627000,93000
computer science and math,SUNY at Albany(Out-of-State),outofstate,1.0,626000,145000
computer science and math,Southeastern Louisiana University(Out-of-State),outofstate,1.0,626000,125000
computer science and math,Kean University(Out-of-State),outofstate,1.0,625000,138000
computer science and math,Olivet Nazarene University(Private),private,1.0,625000,174000
computer science and math,University of Wisconsin-La Crosse(In-State),instate,1.0,625000,71400
computer science and math,Boise State University(Out-of-State),outofstate,1.0,624000,134000
computer science and math,Michigan Technological University(Out-of-State),outofstate,1.0,624000,172000
computer science and math,Siena College(Private),private,1.0,624000,199000
computer science and math,Western Connecticut State University(Out-of-State),outofstate,1.0,624000,146000
computer science and math,Michigan State University(Out-of-State),outofstate,1.0,623000,193000
computer science and math,University of Akron Main Campus(Out-of-State),outofstate,1.0,623000,133000
computer science and math,Auburn University(Out-of-State),outofstate,1.0,622000,184000
computer science and math,Northwest Missouri State University(In-State),instate,1.0,622000,72200
computer science and math,The University of Tennessee-Knoxville(In-State),instate,1.0,622000,117000
computer science and math,University of Idaho(Out-of-State),outofstate,1.0,622000,136000
computer science and math,Southern Illinois University-Edwardsville(Out-of-State),outofstate,1.0,621000,139000
computer science and math,Hampton University(Private),private,1.0,619000,145000
computer science and math,Rowan University(Out-of-State),outofstate,1.0,618000,145000
computer science and math,Rutgers University-Camden(In-State),instate,1.0,617000,119000
computer science and math,Franklin Pierce University(Private),private,1.0,616000,192000
computer science and math,Morgan State University(In-State),instate,1.0,616000,93500
computer science and math,Ohio State University-Main Campus(Out-of-State),outofstate,1.0,616000,170000
computer science and math,Monmouth University(Private),private,1.0,615000,198000
computer science and math,University of Hawaii at Manoa(In-State),instate,1.0,615000,107000
computer science and math,University of South Carolina-Columbia(In-State),instate,1.0,615000,103000
computer science and math,Stetson University(Private),private,1.0,614000,227000
computer science and math,University of North Dakota(Out-of-State),outofstate,1.0,614000,126000
computer science and math,St Olaf College(Private),private,1.0,613000,216000
computer science and math,West Texas A & M University(In-State),instate,1.0,613000,80000
computer science and math,Missouri State University-Springfield(Out-of-State),outofstate,1.0,612000,107000
computer science and math,Lamar University(In-State),instate,1.0,611000,85700
computer science and math,Limestone College(Private),private,1.0,611000,153000
computer science and math,University at Buffalo(Out-of-State),outofstate,1.0,611000,157000
computer science and math,University of Arkansas at Little Rock(In-State),instate,1.0,611000,90800
computer science and math,University of Florida(Out-of-State),outofstate,1.0,611000,171000
computer science and math,University of North Alabama(In-State),instate,1.0,611000,72300
computer science and math,Arkansas Tech University(Out-of-State),outofstate,1.0,610000,89200
computer science and math,Duquesne University(Private),private,1.0,610000,190000
computer science and math,The University of West Florida(In-State),instate,1.0,610000,78600
computer science and math,University of Connecticut(Out-of-State),outofstate,1.0,610000,197000
