major,college_name,college_type,financial_aid,roi,total_cost
science,SUNY at Albany(In-State),instate,1.0,335000,94700
science,University of Arizona(Out-of-State),outofstate,1.0,335000,183000
science,University of North Texas(In-State),instate,1.0,335000,86400
science,University of Vermont(In-State),instate,1.0,335000,122000
science,University of Wisconsin-Parkside(Out-of-State),outofstate,1.0,335000,107000
science,Northern Kentucky University(In-State),instate,1.0,334000,82900
science,Salem State University(Out-of-State),outofstate,1.0,333000,120000
science,Utah State University(In-State),instate,1.0,333000,74000
science,University of Houston(In-State),instate,1.0,332000,94000
science,University of Mary Washington(In-State),instate,1.0,332000,101000
science,University of North Carolina at Charlotte(In-State),instate,1.0,332000,82300
science,California State University-Dominguez Hills(In-State),instate,1.0,331000,90000
science,Millersville University of Pennsylvania(In-State),instate,1.0,331000,101000
science,SUNY at Binghamton(Out-of-State),outofstate,1.0,331000,146000
science,University of Missouri-St Louis(In-State),instate,1.0,331000,94300
science,Marquette University(Private),private,1.0,330000,204000
science,Christopher Newport University(In-State),instate,1.0,329000,109000
science,Siena College(Private),private,1.0,328000,199000
science,Rowan University(In-State),instate,1.0,326000,113000
science,University of Wisconsin-Eau Claire(Out-of-State),outofstate,1.0,326000,107000
science,Arizona State University-Tempe(In-State),instate,1.0,325000,100000
science,University of Maryland-Baltimore County(Out-of-State),outofstate,1.0,325000,153000
science,University of Missouri-Kansas City(In-State),instate,1.0,325000,98200
science,Eastern Michigan University(In-State),instate,1.0,324000,88400
science,North Dakota State University-Main Campus(In-State),instate,1.0,324000,80400
science,University of Nevada-Reno(In-State),instate,1.0,324000,91500
science,University of Rhode Island(Out-of-State),outofstate,1.0,324000,174000
science,George Mason University(In-State),instate,1.0,323000,106000
science,North Carolina State University at Raleigh(Out-of-State),outofstate,1.0,323000,153000
science,Temple University(Out-of-State),outofstate,1.0,323000,166000
science,University of Miami(Private),private,1.0,322000,250000
science,Kean University(In-State),instate,1.0,321000,112000
science,SUNY College at Potsdam(In-State),instate,1.0,321000,89400
science,Northwest Missouri State University(Out-of-State),outofstate,1.0,319000,92500
science,Keene State College(In-State),instate,1.0,318000,103000
science,University of Missouri-Columbia(In-State),instate,1.0,317000,96600
science,University of New Orleans(In-State),instate,1.0,317000,85700
science,Colorado College(Private),private,1.0,316000,248000
science,East Stroudsburg University of Pennsylvania(In-State),instate,1.0,316000,87000
science,California State University-San Marcos(Out-of-State),outofstate,1.0,315000,141000
science,Salisbury University(Out-of-State),outofstate,1.0,315000,128000
science,Shippensburg University of Pennsylvania(Out-of-State),outofstate,1.0,315000,136000
science,Texas State University(In-State),instate,1.0,315000,83300
science,Winona State University(Out-of-State),outofstate,1.0,315000,107000
science,Western Kentucky University(In-State),instate,1.0,314000,78200
science,Armstrong State University(In-State),instate,1.0,312000,95300
science,University of Arkansas at Little Rock(In-State),instate,1.0,312000,90800
science,University of Colorado Boulder(Out-of-State),outofstate,1.0,312000,210000
science,University of Wisconsin-Whitewater(In-State),instate,1.0,312000,70400
science,Eastern Washington University(In-State),instate,1.0,311000,88000
science,Texas A & M University-College Station(Out-of-State),outofstate,1.0,311000,169000
science,Montana State University(In-State),instate,1.0,310000,79800
science,University of Alabama in Huntsville(Out-of-State),outofstate,1.0,309000,143000
science,University of Wyoming(In-State),instate,1.0,309000,75600
science,Xavier University(Private),private,1.0,308000,194000
science,Grinnell College(Private),private,1.0,307000,241000
science,Rhode Island College(In-State),instate,1.0,307000,83300
science,University of California-Riverside(Out-of-State),outofstate,1.0,307000,230000
science,Indiana University-Bloomington(Out-of-State),outofstate,1.0,305000,190000
science,Purdue University-Main Campus(Out-of-State),outofstate,1.0,305000,168000
science,Portland State University(In-State),instate,1.0,304000,94700
science,West Texas A & M University(In-State),instate,1.0,304000,80000
science,Saint Louis University(Private),private,1.0,303000,220000
science,Seattle Pacific University(Private),private,1.0,303000,204000
science,Southern Illinois University-Edwardsville(In-State),instate,1.0,303000,93500
science,University of Illinois at Chicago(In-State),instate,1.0,303000,118000
science,Northern Illinois University(Out-of-State),outofstate,1.0,302000,152000
science,Boise State University(In-State),instate,1.0,301000,80500
science,Central Washington University(In-State),instate,1.0,301000,90500
science,Marshall University(In-State),instate,1.0,301000,79300
science,West Texas A & M University(Out-of-State),outofstate,1.0,301000,83500
science,Frostburg State University(In-State),instate,1.0,300000,81500
science,Northern Kentucky University(Out-of-State),outofstate,1.0,300000,117000
science,Purdue University-Calumet Campus(In-State),instate,1.0,300000,86500
science,SUNY College at Cortland(Out-of-State),outofstate,1.0,299000,133000
science,University of North Texas(Out-of-State),outofstate,1.0,299000,123000
science,Minnesota State University Moorhead(In-State),instate,1.0,298000,78900
science,Wayne State University(In-State),instate,1.0,298000,97900
science,Florida Agricultural and Mechanical University(Out-of-State),outofstate,1.0,297000,130000
science,Humboldt State University(Out-of-State),outofstate,1.0,297000,137000
science,University at Buffalo(Out-of-State),outofstate,1.0,297000,157000
science,Kean University(Out-of-State),outofstate,1.0,295000,138000
science,Loyola University Chicago(Private),private,1.0,295000,220000
science,Truman State University(In-State),instate,1.0,295000,81500
science,University of Memphis(Out-of-State),outofstate,1.0,295000,146000
science,Rowan University(Out-of-State),outofstate,1.0,294000,145000
science,University of Nebraska-Lincoln(In-State),instate,1.0,294000,92700
science,University of Pittsburgh-Pittsburgh Campus(Out-of-State),outofstate,1.0,294000,172000
science,Wheaton College (Massachusetts)(Private),private,1.0,294000,244000
science,Murray State University(In-State),instate,1.0,293000,80100
science,University of Wisconsin-River Falls(In-State),instate,1.0,293000,73600
science,Virginia Commonwealth University(In-State),instate,1.0,293000,118000
science,Florida International University(In-State),instate,1.0,292000,92800
science,College of William and Mary(Out-of-State),outofstate,1.0,291000,217000
science,Texas Woman's University(In-State),instate,1.0,291000,74500
science,Washington State University(In-State),instate,1.0,291000,111000
science,University of Nevada-Las Vegas(Out-of-State),outofstate,1.0,290000,145000
science,Albion College(Private),private,1.0,289000,204000
science,Louisiana Tech University(Out-of-State),outofstate,1.0,289000,136000
science,Rutgers University-Newark(Out-of-State),outofstate,1.0,289000,182000
science,SUNY at Fredonia(In-State),instate,1.0,289000,91000
science,University of Houston(Out-of-State),outofstate,1.0,289000,137000
science,University of Michigan-Ann Arbor(Out-of-State),outofstate,1.0,289000,226000
science,University of Oklahoma-Norman Campus(Out-of-State),outofstate,1.0,289000,153000
science,Millersville University of Pennsylvania(Out-of-State),outofstate,1.0,288000,144000
science,Mississippi State University(In-State),instate,1.0,288000,90800
science,Missouri State University-Springfield(In-State),instate,1.0,288000,79900
science,The University of Texas at San Antonio(In-State),instate,1.0,287000,85500
science,University of New Hampshire-Main Campus(Out-of-State),outofstate,1.0,287000,178000
science,California State University-Dominguez Hills(Out-of-State),outofstate,1.0,286000,135000
science,Christopher Newport University(Out-of-State),outofstate,1.0,286000,152000
science,Georgia State University(Out-of-State),outofstate,1.0,286000,162000
science,Indiana University-Purdue University-Indianapolis(Out-of-State),outofstate,1.0,286000,172000
science,Keene State College(Out-of-State),outofstate,1.0,286000,134000
science,Pace University-New York(Private),private,1.0,286000,242000
science,Kansas State University(In-State),instate,1.0,285000,89900
science,SUNY at Albany(Out-of-State),outofstate,1.0,285000,145000
science,Baylor University(Private),private,1.0,284000,224000
science,Utah State University(Out-of-State),outofstate,1.0,284000,123000
science,University of Northern Colorado(In-State),instate,1.0,283000,88400
science,SUNY College at Potsdam(Out-of-State),outofstate,1.0,282000,128000
science,The University of Texas at Arlington(In-State),instate,1.0,282000,91900
science,University of Minnesota-Duluth(In-State),instate,1.0,281000,94700
science,University of Missouri-Kansas City(Out-of-State),outofstate,1.0,281000,143000
science,University of Wisconsin-Whitewater(Out-of-State),outofstate,1.0,281000,102000
science,University of North Carolina at Charlotte(Out-of-State),outofstate,1.0,280000,134000
science,Western Michigan University(In-State),instate,1.0,280000,93000
science,North Dakota State University-Main Campus(Out-of-State),outofstate,1.0,279000,125000
science,University of Wisconsin-Madison(Out-of-State),outofstate,1.0,278000,172000
science,Indiana University-Purdue University-Fort Wayne(In-State),instate,1.0,277000,88500
science,Ohio State University-Main Campus(In-State),instate,1.0,277000,103000
science,Texas A & M University-Corpus Christi(In-State),instate,1.0,277000,82400
science,University of Cincinnati-Main Campus(Out-of-State),outofstate,1.0,277000,172000
science,University of Mary Washington(Out-of-State),outofstate,1.0,277000,156000
science,Southeast Missouri State University(In-State),instate,1.0,276000,79700
science,University of Louisville(In-State),instate,1.0,274000,98400
science,East Stroudsburg University of Pennsylvania(Out-of-State),outofstate,1.0,273000,129000
science,Texas State University(Out-of-State),outofstate,1.0,273000,125000
science,University of South Florida-Main Campus(In-State),instate,1.0,273000,84200
science,Arkansas State University-Main Campus(In-State),instate,1.0,272000,85200
science,Armstrong State University(Out-of-State),outofstate,1.0,272000,136000
science,The University of Alabama(In-State),instate,1.0,272000,111000
science,University of Missouri-St Louis(Out-of-State),outofstate,1.0,272000,153000
science,Truman State University(Out-of-State),outofstate,1.0,271000,106000
science,University of Georgia(In-State),instate,1.0,271000,96100
science,Minnesota State University Moorhead(Out-of-State),outofstate,1.0,270000,107000
science,University of Arkansas at Little Rock(Out-of-State),outofstate,1.0,270000,133000
science,University of North Georgia(In-State),instate,1.0,270000,73600
science,Fort Lewis College(In-State),instate,1.0,269000,96500
science,The University of Tennessee-Chattanooga(In-State),instate,1.0,269000,87400
science,University of Mississippi(In-State),instate,1.0,269000,92100
science,Augustana College(Private),private,1.0,268000,199000
science,University of Nevada-Reno(Out-of-State),outofstate,1.0,268000,147000
science,Auburn University at Montgomery(In-State),instate,1.0,267000,75100
science,Marshall University(Out-of-State),outofstate,1.0,267000,114000
science,The University of Montana(In-State),instate,1.0,267000,75700
science,University of Wyoming(Out-of-State),outofstate,1.0,267000,117000
science,Arizona State University-Tempe(Out-of-State),outofstate,1.0,266000,160000
science,Colorado State University-Fort Collins(In-State),instate,1.0,266000,95300
science,East Carolina University(In-State),instate,1.0,266000,83700
science,Northeastern State University(In-State),instate,1.0,265000,62200
science,Purdue University-Calumet Campus(Out-of-State),outofstate,1.0,265000,121000
science,University of Iowa(Out-of-State),outofstate,1.0,265000,163000
science,University of Minnesota-Duluth(Out-of-State),outofstate,1.0,265000,110000
science,Towson University(In-State),instate,1.0,264000,96900
science,University of New Orleans(Out-of-State),outofstate,1.0,264000,139000
science,University of Oregon(In-State),instate,1.0,264000,99700
science,Clemson University(Out-of-State),outofstate,1.0,263000,188000
science,Rhode Island College(Out-of-State),outofstate,1.0,263000,128000
science,Tennessee Technological University(In-State),instate,1.0,263000,96900
science,Hope College(Private),private,1.0,262000,168000
science,SUNY Oneonta(In-State),instate,1.0,262000,90600
science,University of Wisconsin-River Falls(Out-of-State),outofstate,1.0,262000,104000
science,Auburn University(In-State),instate,1.0,261000,115000
science,Edinboro University of Pennsylvania(In-State),instate,1.0,261000,89000
science,Missouri State University-Springfield(Out-of-State),outofstate,1.0,261000,107000
science,Juniata College(Private),private,1.0,260000,210000
science,Syracuse University(Private),private,1.0,260000,241000
science,University of Arkansas(In-State),instate,1.0,260000,93100
science,University of Wisconsin-Milwaukee(In-State),instate,1.0,260000,91600
science,Eastern Michigan University(Out-of-State),outofstate,1.0,259000,154000
science,Oregon State University(In-State),instate,1.0,259000,101000
science,University of South Carolina-Columbia(In-State),instate,1.0,259000,103000
science,Furman University(Private),private,1.0,258000,240000
science,Wichita State University(In-State),instate,1.0,258000,83100
science,Allegheny College(Private),private,1.0,257000,222000
science,Michigan State University(In-State),instate,1.0,257000,103000
science,Radford University(In-State),instate,1.0,257000,86600
science,Southern Illinois University-Edwardsville(Out-of-State),outofstate,1.0,257000,139000
science,The University of Tennessee-Knoxville(In-State),instate,1.0,257000,117000
science,Western Kentucky University(Out-of-State),outofstate,1.0,257000,135000
science,West Chester University of Pennsylvania(In-State),instate,1.0,256000,104000
science,Eastern Washington University(Out-of-State),outofstate,1.0,255000,144000
science,Southeast Missouri State University(Out-of-State),outofstate,1.0,255000,101000
science,University of Missouri-Columbia(Out-of-State),outofstate,1.0,255000,158000
science,University of Wisconsin-Platteville(In-State),instate,1.0,255000,73300
science,University of Hawaii at Manoa(In-State),instate,1.0,254000,107000
science,University of North Florida(In-State),instate,1.0,254000,84000
science,University of Toledo(In-State),instate,1.0,254000,98100
science,Frostburg State University(Out-of-State),outofstate,1.0,253000,128000
science,University of Dayton(Private),private,1.0,253000,211000
science,Appalachian State University(In-State),instate,1.0,252000,75800
science,Edinboro University of Pennsylvania(Out-of-State),outofstate,1.0,252000,98100
science,Morgan State University(In-State),instate,1.0,252000,93500
science,University of Illinois at Chicago(Out-of-State),outofstate,1.0,252000,169000
science,Central Washington University(Out-of-State),outofstate,1.0,251000,141000
science,Elon University(Private),private,1.0,251000,184000
science,SUNY at Fredonia(Out-of-State),outofstate,1.0,251000,130000
science,Texas Woman's University(Out-of-State),outofstate,1.0,251000,115000
science,Wittenberg University(Private),private,1.0,251000,203000
science,Montana State University(Out-of-State),outofstate,1.0,250000,140000
science,Arkansas State University-Main Campus(Out-of-State),outofstate,1.0,249000,109000
science,Sacred Heart University(Private),private,1.0,249000,220000
science,The University of Texas at San Antonio(Out-of-State),outofstate,1.0,249000,123000
science,University of North Carolina Wilmington(In-State),instate,1.0,249000,87300
science,Boise State University(Out-of-State),outofstate,1.0,247000,134000
science,University of Vermont(Out-of-State),outofstate,1.0,247000,210000
science,Iowa State University(In-State),instate,1.0,246000,77200
science,Southeastern Louisiana University(In-State),instate,1.0,244000,76000
science,Wayne State University(Out-of-State),outofstate,1.0,244000,151000
science,George Mason University(Out-of-State),outofstate,1.0,243000,187000
science,Minnesota State University-Mankato(In-State),instate,1.0,243000,74900
science,Florida International University(Out-of-State),outofstate,1.0,242000,142000
science,Xavier University of Louisiana(Private),private,1.0,242000,135000
science,Kutztown University of Pennsylvania(In-State),instate,1.0,241000,95100
science,Murray State University(Out-of-State),outofstate,1.0,241000,132000
science,Portland State University(Out-of-State),outofstate,1.0,241000,158000
science,The University of Texas at Arlington(Out-of-State),outofstate,1.0,241000,133000
science,Bowling Green State University-Main Campus(In-State),instate,1.0,240000,96200
science,Lycoming College(Private),private,1.0,240000,196000
science,Michigan Technological University(In-State),instate,1.0,240000,109000
science,Mississippi State University(Out-of-State),outofstate,1.0,240000,138000
science,Texas A & M University-Corpus Christi(Out-of-State),outofstate,1.0,240000,119000
science,Florida Atlantic University(In-State),instate,1.0,239000,88400
science,University of Nebraska-Lincoln(Out-of-State),outofstate,1.0,238000,149000
science,Saint Cloud State University(In-State),instate,1.0,237000,77700
science,University of Northern Colorado(Out-of-State),outofstate,1.0,237000,135000
science,Washington State University(Out-of-State),outofstate,1.0,237000,165000
science,Northeastern State University(Out-of-State),outofstate,1.0,236000,91400
science,University of Alabama at Birmingham(In-State),instate,1.0,236000,97400
science,University of North Georgia(Out-of-State),outofstate,1.0,236000,107000
science,Middle Tennessee State University(In-State),instate,1.0,235000,86300
science,University of Wisconsin-Stevens Point(In-State),instate,1.0,235000,69600
science,Stephen F Austin State University(In-State),instate,1.0,234000,89100
science,University of Kentucky(In-State),instate,1.0,234000,104000
science,Indiana University-Purdue University-Fort Wayne(Out-of-State),outofstate,1.0,233000,132000
science,University of South Alabama(In-State),instate,1.0,231000,80600
science,University of South Dakota(In-State),instate,1.0,230000,82800
science,Kansas State University(Out-of-State),outofstate,1.0,229000,145000
science,University of South Florida-Main Campus(Out-of-State),outofstate,1.0,229000,128000
science,Fort Lewis College(Out-of-State),outofstate,1.0,228000,138000
science,University of Florida(In-State),instate,1.0,227000,81600
science,Florida State University(In-State),instate,1.0,226000,87800
science,SUNY College at Geneseo(In-State),instate,1.0,226000,92000
science,Wichita State University(Out-of-State),outofstate,1.0,225000,116000
science,University of Central Oklahoma(In-State),instate,1.0,224000,76600
science,University of North Carolina at Greensboro(In-State),instate,1.0,224000,77600
science,University of Wisconsin-Platteville(Out-of-State),outofstate,1.0,224000,104000
science,SUNY Oneonta(Out-of-State),outofstate,1.0,223000,129000
science,Western Michigan University(Out-of-State),outofstate,1.0,222000,151000
science,Wright State University-Main Campus(In-State),instate,1.0,222000,92000
science,Ball State University(In-State),instate,1.0,220000,92600
science,University of Southern Mississippi(In-State),instate,1.0,220000,82900
science,University of Wisconsin-Milwaukee(Out-of-State),outofstate,1.0,220000,132000
science,Virginia Commonwealth University(Out-of-State),outofstate,1.0,220000,191000
science,Auburn University at Montgomery(Out-of-State),outofstate,1.0,219000,124000
science,Central Michigan University(In-State),instate,1.0,219000,90900
science,University of South Dakota(Out-of-State),outofstate,1.0,219000,93800
science,Eastern Illinois University(In-State),instate,1.0,218000,95600
science,Southern Illinois University-Carbondale(In-State),instate,1.0,218000,106000
science,Towson University(Out-of-State),outofstate,1.0,218000,144000
science,University of Mississippi(Out-of-State),outofstate,1.0,218000,143000
science,University of Toledo(Out-of-State),outofstate,1.0,217000,135000
science,University of Louisville(Out-of-State),outofstate,1.0,216000,156000
science,Morgan State University(Out-of-State),outofstate,1.0,214000,132000
science,Northern Arizona University(In-State),instate,1.0,214000,99400
science,West Chester University of Pennsylvania(Out-of-State),outofstate,1.0,214000,146000
science,Minnesota State University-Mankato(Out-of-State),outofstate,1.0,213000,105000
science,Grand Valley State University(In-State),instate,1.0,211000,89300
science,The University of Alabama(Out-of-State),outofstate,1.0,211000,173000
science,University of Akron Main Campus(In-State),instate,1.0,211000,99000
science,Austin Peay State University(In-State),instate,1.0,210000,90400
science,Bowling Green State University-Main Campus(Out-of-State),outofstate,1.0,210000,126000
science,Ohio State University-Main Campus(Out-of-State),outofstate,1.0,210000,170000
science,East Tennessee State University(In-State),instate,1.0,209000,93500
science,University of Arkansas(Out-of-State),outofstate,1.0,209000,144000
science,Cornell College(Private),private,1.0,208000,206000
science,Radford University(Out-of-State),outofstate,1.0,208000,136000
science,Tarleton State University(In-State),instate,1.0,208000,74400
science,University of Colorado Colorado Springs(In-State),instate,1.0,208000,91000
science,Southern Oregon University(In-State),instate,1.0,207000,94400
science,Eastern Kentucky University(In-State),instate,1.0,206000,80200
science,Saint Cloud State University(Out-of-State),outofstate,1.0,206000,109000
science,The University of West Florida(In-State),instate,1.0,206000,78600
science,University of North Carolina at Asheville(In-State),instate,1.0,206000,78300
science,East Carolina University(Out-of-State),outofstate,1.0,205000,145000
science,The University of Tennessee-Chattanooga(Out-of-State),outofstate,1.0,205000,151000
science,Indiana University of Pennsylvania-Main Campus(In-State),instate,1.0,204000,99900
science,South Dakota State University(In-State),instate,1.0,204000,96900
science,University of Wisconsin-Stevens Point(Out-of-State),outofstate,1.0,204000,101000
science,Delaware Valley University(Private),private,1.0,203000,200000
science,Kent State University at Kent(In-State),instate,1.0,203000,101000
science,SUNY Buffalo State(In-State),instate,1.0,203000,92000
science,University of South Alabama(Out-of-State),outofstate,1.0,203000,108000
science,Kalamazoo College(Private),private,1.0,202000,215000
science,Tennessee Technological University(Out-of-State),outofstate,1.0,202000,158000
science,The University of Montana(Out-of-State),outofstate,1.0,201000,142000
science,Colorado State University-Fort Collins(Out-of-State),outofstate,1.0,200000,162000
science,Calvin College(Private),private,1.0,199000,173000
science,Hampton University(Private),private,1.0,199000,145000
science,Kutztown University of Pennsylvania(Out-of-State),outofstate,1.0,199000,138000
science,University of Georgia(Out-of-State),outofstate,1.0,199000,169000
science,Appalachian State University(Out-of-State),outofstate,1.0,198000,130000
science,Fayetteville State University(In-State),instate,1.0,197000,59800
science,University of Alabama at Birmingham(Out-of-State),outofstate,1.0,197000,136000
science,University of Nebraska at Omaha(In-State),instate,1.0,196000,80300
science,University of North Florida(Out-of-State),outofstate,1.0,196000,142000
science,University of North Carolina Wilmington(Out-of-State),outofstate,1.0,195000,141000
science,University of North Dakota(In-State),instate,1.0,195000,82700
science,DePaul University(Private),private,1.0,194000,207000
science,Iowa State University(Out-of-State),outofstate,1.0,194000,129000
science,Southeastern Louisiana University(Out-of-State),outofstate,1.0,194000,125000
science,The University of Texas at El Paso(In-State),instate,1.0,194000,86000
science,South Dakota State University(Out-of-State),outofstate,1.0,193000,108000
science,Stephen F Austin State University(Out-of-State),outofstate,1.0,193000,130000
science,Auburn University(Out-of-State),outofstate,1.0,192000,184000
science,Grand Valley State University(Out-of-State),outofstate,1.0,192000,108000
science,Longwood University(In-State),instate,1.0,191000,101000
science,SUNY College of Environmental Science and Forestry(In-State),instate,1.0,191000,101000
science,Valparaiso University(Private),private,1.0,191000,194000
science,Florida Atlantic University(Out-of-State),outofstate,1.0,189000,138000
science,Oregon State University(Out-of-State),outofstate,1.0,189000,170000
science,Wright State University-Main Campus(Out-of-State),outofstate,1.0,189000,125000
science,Oklahoma State University-Main Campus(In-State),instate,1.0,188000,89000
science,University of Central Oklahoma(Out-of-State),outofstate,1.0,188000,112000
science,Old Dominion University(In-State),instate,1.0,187000,94000
science,SUNY College at Geneseo(Out-of-State),outofstate,1.0,187000,131000
science,University of Central Missouri(In-State),instate,1.0,187000,75300
science,University of Southern Mississippi(Out-of-State),outofstate,1.0,186000,117000
science,University of South Carolina-Columbia(Out-of-State),outofstate,1.0,185000,177000
science,The University of Tennessee-Knoxville(Out-of-State),outofstate,1.0,184000,191000
science,University of Kentucky(Out-of-State),outofstate,1.0,183000,155000
science,University of Southern Indiana(In-State),instate,1.0,183000,76500
science,University of Wisconsin-Oshkosh(In-State),instate,1.0,183000,73000
science,Jackson State University(In-State),instate,1.0,182000,87200
science,Pittsburg State University(In-State),instate,1.0,182000,72900
science,Youngstown State University(In-State),instate,1.0,182000,86300
science,Youngstown State University(Out-of-State),outofstate,1.0,181000,87300
science,Eastern Illinois University(Out-of-State),outofstate,1.0,180000,134000
science,Ferris State University(In-State),instate,1.0,180000,89600
science,University of Oregon(Out-of-State),outofstate,1.0,179000,185000
science,Michigan Technological University(Out-of-State),outofstate,1.0,177000,172000
science,The Evergreen State College(In-State),instate,1.0,177000,88600
science,University of Akron Main Campus(Out-of-State),outofstate,1.0,177000,133000
science,Clark Atlanta University(Private),private,1.0,176000,147000
science,Georgia Southern University(In-State),instate,1.0,176000,90900
science,University of Central Arkansas(In-State),instate,1.0,176000,80400
science,University of Hawaii at Manoa(Out-of-State),outofstate,1.0,176000,186000
science,Winthrop University(In-State),instate,1.0,173000,106000
science,Tarleton State University(Out-of-State),outofstate,1.0,172000,110000
science,University of Southern Maine(In-State),instate,1.0,172000,91900
science,Central Michigan University(Out-of-State),outofstate,1.0,171000,139000
science,Cleveland State University(In-State),instate,1.0,170000,103000
science,Kent State University at Kent(Out-of-State),outofstate,1.0,170000,134000
science,Eastern Kentucky University(Out-of-State),outofstate,1.0,169000,118000
science,Middle Tennessee State University(Out-of-State),outofstate,1.0,169000,152000
science,Michigan State University(Out-of-State),outofstate,1.0,168000,193000
science,University of New Mexico-Main Campus(In-State),instate,1.0,168000,82800
science,University of Wisconsin-Green Bay(In-State),instate,1.0,167000,74200
science,Southern Illinois University-Carbondale(Out-of-State),outofstate,1.0,166000,158000
science,University of Colorado Colorado Springs(Out-of-State),outofstate,1.0,166000,133000
science,University of North Carolina at Greensboro(Out-of-State),outofstate,1.0,166000,136000
science,Florida State University(Out-of-State),outofstate,1.0,165000,148000
science,SUNY Buffalo State(Out-of-State),outofstate,1.0,164000,131000
science,Texas Southern University(In-State),instate,1.0,164000,99700
science,Northern Arizona University(Out-of-State),outofstate,1.0,163000,151000
science,Ohio Wesleyan University(Private),private,1.0,162000,231000
science,Ohio University-Main Campus(In-State),instate,1.0,161000,102000
science,University of Central Florida(In-State),instate,1.0,161000,86200
science,University of Central Missouri(Out-of-State),outofstate,1.0,161000,101000
science,University of Maine(In-State),instate,1.0,161000,94200
science,Ball State University(Out-of-State),outofstate,1.0,158000,154000
science,Indiana University of Pennsylvania-Main Campus(Out-of-State),outofstate,1.0,158000,145000
science,Norfolk State University(In-State),instate,1.0,157000,91700
science,Cleveland State University(Out-of-State),outofstate,1.0,156000,117000
science,Ferris State University(Out-of-State),outofstate,1.0,155000,115000
science,Augusta University(In-State),instate,1.0,154000,82500
science,The University of West Florida(Out-of-State),outofstate,1.0,154000,130000
science,University of Wisconsin-Oshkosh(Out-of-State),outofstate,1.0,153000,103000
science,Fayetteville State University(Out-of-State),outofstate,1.0,152000,105000
science,SUNY College of Environmental Science and Forestry(Out-of-State),outofstate,1.0,152000,140000
science,Southern Oregon University(Out-of-State),outofstate,1.0,152000,149000
science,University of Central Arkansas(Out-of-State),outofstate,1.0,152000,104000
science,University of North Dakota(Out-of-State),outofstate,1.0,152000,126000
science,University of Nebraska at Omaha(Out-of-State),outofstate,1.0,151000,126000
science,Austin Peay State University(Out-of-State),outofstate,1.0,150000,149000
science,The University of Texas at El Paso(Out-of-State),outofstate,1.0,146000,134000
science,University of North Carolina at Asheville(Out-of-State),outofstate,1.0,145000,139000
science,University of Southern Indiana(Out-of-State),outofstate,1.0,144000,115000
science,East Tennessee State University(Out-of-State),outofstate,1.0,143000,159000
science,Jackson State University(Out-of-State),outofstate,1.0,143000,126000
science,Pittsburg State University(Out-of-State),outofstate,1.0,141000,114000
science,Western Carolina University(In-State),instate,1.0,140000,78500
science,University of Florida(Out-of-State),outofstate,1.0,138000,171000
science,University of Northern Iowa(In-State),instate,1.0,137000,80900
science,University of Wisconsin-Green Bay(Out-of-State),outofstate,1.0,137000,105000
science,Longwood University(Out-of-State),outofstate,1.0,136000,156000
science,Georgia Southern University(Out-of-State),outofstate,1.0,135000,132000
science,Oklahoma State University-Main Campus(Out-of-State),outofstate,1.0,135000,141000
science,University of Southern Maine(Out-of-State),outofstate,1.0,128000,136000
science,Ohio University-Main Campus(Out-of-State),outofstate,1.0,125000,139000
science,Old Dominion University(Out-of-State),outofstate,1.0,121000,160000
science,SUNY College at Oswego(In-State),instate,1.0,121000,91100
science,The Evergreen State College(Out-of-State),outofstate,1.0,121000,145000
science,Winthrop University(Out-of-State),outofstate,1.0,121000,159000
science,Francis Marion University(In-State),instate,1.0,120000,87300
science,College of Charleston(In-State),instate,1.0,119000,111000
science,Texas Southern University(Out-of-State),outofstate,1.0,119000,145000
science,Western Illinois University(In-State),instate,1.0,117000,101000
science,SUNY College at Brockport(In-State),instate,1.0,112000,88300
science,University of New Mexico-Main Campus(Out-of-State),outofstate,1.0,112000,139000
science,Norfolk State University(Out-of-State),outofstate,1.0,108000,141000
science,Tulane University of Louisiana(Private),private,1.0,108000,256000
science,Augusta University(Out-of-State),outofstate,1.0,105000,132000
science,Ohio Northern University(Private),private,1.0,104000,182000
science,Campbell University(Private),private,1.0,99900,180000
science,Western Illinois University(Out-of-State),outofstate,1.0,99800,118000
science,Western Carolina University(Out-of-State),outofstate,1.0,99200,119000
science,University of Northern Iowa(Out-of-State),outofstate,1.0,97400,121000
science,University of Central Florida(Out-of-State),outofstate,1.0,96500,151000
science,University of Maine(Out-of-State),outofstate,1.0,88900,167000
science,Francis Marion University(Out-of-State),outofstate,1.0,82500,125000
science,SUNY College at Oswego(Out-of-State),outofstate,1.0,82100,130000
science,SUNY College at Brockport(Out-of-State),outofstate,1.0,73700,127000
science,College of Charleston(Out-of-State),outofstate,1.0,49700,180000
science,University of New England(Private),private,1.0,22300,206000
science,University of Massachusetts-Boston(In-State),instate,1.0,N/A,N/A
science,University of Massachusetts-Boston(Out-of-State),outofstate,1.0,N/A,N/A
science,Metropolitan State University of Denver(In-State),instate,1.0,N/A,N/A
science,Metropolitan State University of Denver(Out-of-State),outofstate,1.0,N/A,N/A
science,Metropolitan State University(In-State),instate,1.0,N/A,N/A
science,Metropolitan State University(Out-of-State),outofstate,1.0,N/A,N/A
social work & criminal justice,Duke University(Private),private,1.0,784000,262000
social work & criminal justice,Oklahoma State University-Main Campus(In-State),instate,1.0,539000,89000
social work & criminal justice,Oklahoma State University-Main Campus(Out-of-State),outofstate,1.0,487000,141000
