state_name,college_name,college_type,roi,total_cost,grad_rate,yrs2grad,financial_aid,loan_amt,perc_grant
MISSOURI,Fontbonne University(Private),private,180000,147000,52,4,0.0,N/A,N/A
MISSOURI,Lindenwood University(Private),private,177000,124000,49,5,0.0,N/A,N/A
MISSOURI,Missouri State University-Springfield(Out-of-State),outofstate,177000,107000,55,5,0.0,N/A,N/A
MISSOURI,University of Central Missouri(Out-of-State),outofstate,176000,101000,53,5,0.0,N/A,N/A
MISSOURI,Missouri Southern State University(In-State),instate,161000,63600,30,5,0.0,N/A,N/A
MISSOURI,Northwest Missouri State University(Out-of-State),outofstate,161000,92500,50,5,0.0,N/A,N/A
MISSOURI,Missouri Southern State University(Out-of-State),outofstate,141000,83500,30,5,0.0,N/A,N/A
MISSOURI,Webster University(Private),private,139000,171000,59,4,0.0,N/A,N/A
MISSOURI,Missouri Western State University(In-State),instate,138000,75200,31,5,0.0,N/A,N/A
MISSOURI,Southeast Missouri State University(In-State),instate,134000,79700,49,5,0.0,N/A,N/A
MISSOURI,Maryville University of Saint Louis(Private),private,130000,179000,75,4,0.0,N/A,N/A
MISSOURI,Avila University(Private),private,122000,151000,45,5,0.0,N/A,N/A
MISSOURI,Missouri Western State University(Out-of-State),outofstate,115000,98000,31,5,0.0,N/A,N/A
MISSOURI,Central Methodist University-College of Liberal Arts and Sciences(Private),private,114000,139000,46,4,0.0,N/A,N/A
MISSOURI,Southeast Missouri State University(Out-of-State),outofstate,113000,101000,49,5,0.0,N/A,N/A
MISSOURI,Drury University(Private),private,86500,147000,58,4,0.0,N/A,N/A
MISSOURI,Southwest Baptist University(Private),private,82200,128000,48,4,0.0,N/A,N/A
MISSOURI,Lincoln University (Missouri)(In-State),instate,74900,68200,22,5,0.0,N/A,N/A
MISSOURI,Missouri Baptist University(Private),private,60000,142000,36,4,0.0,N/A,N/A
MISSOURI,Stephens College(Private),private,49900,172000,48,4,0.0,N/A,N/A
MISSOURI,Lincoln University (Missouri)(Out-of-State),outofstate,49400,93800,22,5,0.0,N/A,N/A
MISSOURI,Calvary Bible College and Theological Seminary(Private),private,42400,74100,68,5,0.0,N/A,N/A
MISSOURI,Evangel University(Private),private,41300,133000,55,4,0.0,N/A,N/A
MISSOURI,Culver-Stockton College(Private),private,21300,146000,47,4,0.0,N/A,N/A
MISSOURI,Hannibal-LaGrange University(Private),private,-1000,126000,51,5,0.0,N/A,N/A
MISSOURI,William Woods University(Private),private,-7900,147000,54,4,0.0,N/A,N/A
MISSOURI,Kansas City Art Institute(Private),private,-15300,207000,58,4,0.0,N/A,N/A
MISSOURI,College of the Ozarks(Private),private,-20600,113000,69,4,0.0,N/A,N/A
MISSOURI,Harris-Stowe State University(In-State),instate,-33100,77400,6,6,0.0,N/A,N/A
MISSOURI,Missouri Valley College(Private),private,-36300,123000,28,5,0.0,N/A,N/A
MISSOURI,Harris-Stowe State University(Out-of-State),outofstate,-51700,95900,6,6,0.0,N/A,N/A
MISSOURI,Baptist Bible College(Private),private,-59200,78400,27,4,0.0,N/A,N/A
MISSOURI,Ozark Christian College(Private),private,-81100,80400,40,5,0.0,N/A,N/A
MONTANA,Montana Tech of the University of Montana(In-State),instate,658000,77400,46,5,1.0,21200,22
MONTANA,Montana Tech of the University of Montana(Out-of-State),outofstate,606000,129000,46,5,1.0,21200,22
MONTANA,Montana State University(In-State),instate,393000,79800,53,5,1.0,26900,22
MONTANA,Montana State University(Out-of-State),outofstate,333000,140000,53,5,1.0,26900,22
MONTANA,University of Great Falls(Private),private,273000,138000,31,5,1.0,35100,34
MONTANA,Carroll College(Private),private,212000,175000,66,4,1.0,29900,24
MONTANA,The University of Montana(In-State),instate,209000,75700,45,5,1.0,24400,39
MONTANA,Montana State University-Northern(In-State),instate,194000,65600,26,5,1.0,20500,51
MONTANA,Montana State University-Billings(In-State),instate,183000,73200,24,5,1.0,21100,38
MONTANA,Rocky Mountain College(Private),private,160000,150000,48,4,1.0,25100,33
MONTANA,Montana State University-Northern(Out-of-State),outofstate,146000,114000,26,5,1.0,20500,51
MONTANA,The University of Montana(Out-of-State),outofstate,142000,142000,45,5,1.0,24400,39
MONTANA,Montana State University-Billings(Out-of-State),outofstate,136000,121000,24,5,1.0,21100,38
MONTANA,The University of Montana-Western(In-State),instate,2700,64800,46,5,1.0,27600,44
MONTANA,The University of Montana-Western(Out-of-State),outofstate,-41600,109000,46,5,1.0,27600,44
MONTANA,Montana Tech of the University of Montana(In-State),instate,634000,77400,46,5,0.0,N/A,N/A
MONTANA,Montana Tech of the University of Montana(Out-of-State),outofstate,583000,129000,46,5,0.0,N/A,N/A
MONTANA,Montana State University(In-State),instate,369000,79800,53,5,0.0,N/A,N/A
MONTANA,Montana State University(Out-of-State),outofstate,309000,140000,53,5,0.0,N/A,N/A
MONTANA,University of Great Falls(Private),private,214000,138000,31,5,0.0,N/A,N/A
MONTANA,The University of Montana(In-State),instate,189000,75700,45,5,0.0,N/A,N/A
MONTANA,Montana State University-Northern(In-State),instate,175000,65600,26,5,0.0,N/A,N/A
MONTANA,Montana State University-Billings(In-State),instate,163000,73200,24,5,0.0,N/A,N/A
MONTANA,Carroll College(Private),private,135000,175000,66,4,0.0,N/A,N/A
MONTANA,Montana State University-Northern(Out-of-State),outofstate,127000,114000,26,5,0.0,N/A,N/A
MONTANA,The University of Montana(Out-of-State),outofstate,123000,142000,45,5,0.0,N/A,N/A
MONTANA,Montana State University-Billings(Out-of-State),outofstate,115000,121000,24,5,0.0,N/A,N/A
MONTANA,Rocky Mountain College(Private),private,88100,150000,48,4,0.0,N/A,N/A
MONTANA,The University of Montana-Western(In-State),instate,-27200,64800,46,5,0.0,N/A,N/A
MONTANA,The University of Montana-Western(Out-of-State),outofstate,-71400,109000,46,5,0.0,N/A,N/A
NEBRASKA,University of Nebraska-Lincoln(In-State),instate,390000,92700,67,5,1.0,24500,25
NEBRASKA,Nebraska Methodist College of Nursing & Allied Health(Private),private,389000,111000,59,4,1.0,32500,25
NEBRASKA,Creighton University(Private),private,349000,200000,79,4,1.0,36000,16
NEBRASKA,University of Nebraska-Lincoln(Out-of-State),outofstate,334000,149000,67,5,1.0,24500,25
NEBRASKA,University of Nebraska at Omaha(In-State),instate,310000,80300,45,6,1.0,21100,36
NEBRASKA,Doane University-Arts & Sciences(Private),private,291000,166000,59,4,1.0,28900,30
NEBRASKA,Clarkson College(Private),private,271000,108000,46,4,1.0,48800,15
NEBRASKA,Union College (Nebraska)(Private),private,270000,132000,43,5,1.0,20700,41
NEBRASKA,University of Nebraska at Omaha(Out-of-State),outofstate,265000,126000,45,6,1.0,21100,36
NEBRASKA,Hastings College(Private),private,239000,157000,58,4,1.0,25900,39
NEBRASKA,Nebraska Wesleyan University(Private),private,215000,168000,70,4,1.0,27800,30
NEBRASKA,Peru State College(In-State),instate,204000,70100,35,5,1.0,21300,48
NEBRASKA,Peru State College(Out-of-State),outofstate,204000,70100,35,5,1.0,21300,48
NEBRASKA,College of Saint Mary(Private),private,176000,155000,40,4,1.0,26200,38
NEBRASKA,University of Nebraska at Kearney(In-State),instate,160000,83700,57,5,1.0,23900,37
NEBRASKA,Midland University(Private),private,153000,160000,46,4,1.0,25500,40
NEBRASKA,University of Nebraska at Kearney(Out-of-State),outofstate,136000,107000,57,5,1.0,23900,37
NEBRASKA,Wayne State College(In-State),instate,118000,65400,48,5,1.0,21000,42
NEBRASKA,Concordia University-Nebraska(Private),private,114000,148000,67,4,1.0,26800,31
NEBRASKA,Chadron State College(In-State),instate,105000,72500,43,5,1.0,19000,42
NEBRASKA,Chadron State College(Out-of-State),outofstate,105000,72600,43,5,1.0,19000,42
NEBRASKA,Wayne State College(Out-of-State),outofstate,100000,83000,48,5,1.0,21000,42
NEBRASKA,Grace University(Private),private,96800,125000,66,4,1.0,28500,41
NEBRASKA,Bellevue University(Private),private,N/A,N/A,13,4,1.0,20700,50
NEBRASKA,Doane University-Graduate and Professional Studies(Private),private,N/A,N/A,N/A,,1.0,14000,100
NEBRASKA,Nebraska Methodist College of Nursing & Allied Health(Private),private,363000,111000,59,4,0.0,N/A,N/A
NEBRASKA,University of Nebraska-Lincoln(In-State),instate,359000,92700,67,5,0.0,N/A,N/A
NEBRASKA,University of Nebraska-Lincoln(Out-of-State),outofstate,303000,149000,67,5,0.0,N/A,N/A
NEBRASKA,University of Nebraska at Omaha(In-State),instate,284000,80300,45,6,0.0,N/A,N/A
NEBRASKA,Creighton University(Private),private,269000,200000,79,4,0.0,N/A,N/A
NEBRASKA,Clarkson College(Private),private,247000,108000,46,4,0.0,N/A,N/A
NEBRASKA,University of Nebraska at Omaha(Out-of-State),outofstate,239000,126000,45,6,0.0,N/A,N/A
NEBRASKA,Union College (Nebraska)(Private),private,220000,132000,43,5,0.0,N/A,N/A
NEBRASKA,Doane University-Arts & Sciences(Private),private,214000,166000,59,4,0.0,N/A,N/A
NEBRASKA,Peru State College(In-State),instate,185000,70100,35,5,0.0,N/A,N/A
NEBRASKA,Peru State College(Out-of-State),outofstate,185000,70100,35,5,0.0,N/A,N/A
NEBRASKA,Hastings College(Private),private,160000,157000,58,4,0.0,N/A,N/A
NEBRASKA,Nebraska Wesleyan University(Private),private,142000,168000,70,4,0.0,N/A,N/A
NEBRASKA,University of Nebraska at Kearney(In-State),instate,137000,83700,57,5,0.0,N/A,N/A
NEBRASKA,University of Nebraska at Kearney(Out-of-State),outofstate,113000,107000,57,5,0.0,N/A,N/A
NEBRASKA,Wayne State College(In-State),instate,100000,65400,48,5,0.0,N/A,N/A
NEBRASKA,College of Saint Mary(Private),private,95000,155000,40,4,0.0,N/A,N/A
NEBRASKA,Midland University(Private),private,84400,160000,46,4,0.0,N/A,N/A
NEBRASKA,Wayne State College(Out-of-State),outofstate,82900,83000,48,5,0.0,N/A,N/A
NEBRASKA,Chadron State College(In-State),instate,80900,72500,43,5,0.0,N/A,N/A
NEBRASKA,Chadron State College(Out-of-State),outofstate,80800,72600,43,5,0.0,N/A,N/A
NEBRASKA,Grace University(Private),private,43800,125000,66,4,0.0,N/A,N/A
NEBRASKA,Concordia University-Nebraska(Private),private,41000,148000,67,4,0.0,N/A,N/A
NEBRASKA,Bellevue University(Private),private,N/A,N/A,13,4,0.0,N/A,N/A
NEBRASKA,Doane University-Graduate and Professional Studies(Private),private,N/A,N/A,N/A,,0.0,N/A,N/A
NEVADA,University of Nevada-Reno(In-State),instate,383000,91500,54,5,1.0,24400,29
NEVADA,University of Nevada-Las Vegas(In-State),instate,355000,89700,41,5,1.0,22200,41
NEVADA,University of Nevada-Reno(Out-of-State),outofstate,327000,147000,54,5,1.0,24400,29
NEVADA,University of Nevada-Las Vegas(Out-of-State),outofstate,300000,145000,41,5,1.0,22200,41
NEVADA,Sierra Nevada College(Private),private,287000,186000,35,4,1.0,29300,36
NEVADA,University of Nevada-Reno(In-State),instate,363000,91500,54,5,0.0,N/A,N/A
NEVADA,University of Nevada-Las Vegas(In-State),instate,335000,89700,41,5,0.0,N/A,N/A
NEVADA,University of Nevada-Reno(Out-of-State),outofstate,307000,147000,54,5,0.0,N/A,N/A
NEVADA,University of Nevada-Las Vegas(Out-of-State),outofstate,280000,145000,41,5,0.0,N/A,N/A
NEVADA,Sierra Nevada College(Private),private,210000,186000,35,4,0.0,N/A,N/A
NEW HAMPSHIRE,Dartmouth College(Private),private,890000,265000,97,4,1.0,24700,15
NEW HAMPSHIRE,University of New Hampshire-Main Campus(In-State),instate,391000,125000,78,4,1.0,40700,23
NEW HAMPSHIRE,Saint Anselm College(Private),private,372000,211000,72,4,1.0,38200,13
NEW HAMPSHIRE,Rivier University(Private),private,349000,177000,59,4,1.0,41800,38
NEW HAMPSHIRE,University of New Hampshire-Main Campus(Out-of-State),outofstate,339000,178000,78,4,1.0,40700,23
NEW HAMPSHIRE,Southern New Hampshire University(Private),private,250000,186000,58,4,1.0,28500,41
NEW HAMPSHIRE,Keene State College(In-State),instate,245000,103000,63,4,1.0,38200,26
NEW HAMPSHIRE,Franklin Pierce University(Private),private,243000,192000,43,4,1.0,38600,34
NEW HAMPSHIRE,Keene State College(Out-of-State),outofstate,213000,134000,63,4,1.0,38200,26
NEW HAMPSHIRE,New England College(Private),private,208000,202000,38,4,1.0,37800,49
NEW HAMPSHIRE,Plymouth State University(In-State),instate,168000,109000,55,4,1.0,35400,32
NEW HAMPSHIRE,Plymouth State University(Out-of-State),outofstate,136000,141000,55,4,1.0,35400,32
NEW HAMPSHIRE,Colby-Sawyer College(Private),private,125000,217000,59,4,1.0,33400,33
NEW HAMPSHIRE,University of New Hampshire at Manchester(In-State),instate,N/A,N/A,55,4,1.0,27200,32
NEW HAMPSHIRE,University of New Hampshire at Manchester(Out-of-State),outofstate,N/A,N/A,55,4,1.0,27200,32
NEW HAMPSHIRE,Granite State College(In-State),instate,N/A,N/A,14,,1.0,19900,72
NEW HAMPSHIRE,Granite State College(Out-of-State),outofstate,N/A,N/A,14,,1.0,19900,72
NEW HAMPSHIRE,Dartmouth College(Private),private,707000,265000,97,4,0.0,N/A,N/A
NEW HAMPSHIRE,University of New Hampshire-Main Campus(In-State),instate,343000,125000,78,4,0.0,N/A,N/A
NEW HAMPSHIRE,University of New Hampshire-Main Campus(Out-of-State),outofstate,290000,178000,78,4,0.0,N/A,N/A
NEW HAMPSHIRE,Saint Anselm College(Private),private,287000,211000,72,4,0.0,N/A,N/A
NEW HAMPSHIRE,Rivier University(Private),private,282000,177000,59,4,0.0,N/A,N/A
NEW HAMPSHIRE,Keene State College(In-State),instate,214000,103000,63,4,0.0,N/A,N/A
NEW HAMPSHIRE,Southern New Hampshire University(Private),private,213000,186000,58,4,0.0,N/A,N/A
NEW HAMPSHIRE,Keene State College(Out-of-State),outofstate,182000,134000,63,4,0.0,N/A,N/A
NEW HAMPSHIRE,Franklin Pierce University(Private),private,163000,192000,43,4,0.0,N/A,N/A
NEW HAMPSHIRE,Plymouth State University(In-State),instate,139000,109000,55,4,0.0,N/A,N/A
NEW HAMPSHIRE,New England College(Private),private,123000,202000,38,4,0.0,N/A,N/A
NEW HAMPSHIRE,Plymouth State University(Out-of-State),outofstate,107000,141000,55,4,0.0,N/A,N/A
NEW HAMPSHIRE,Colby-Sawyer College(Private),private,11700,217000,59,4,0.0,N/A,N/A
NEW HAMPSHIRE,University of New Hampshire at Manchester(In-State),instate,N/A,N/A,55,4,0.0,N/A,N/A
NEW HAMPSHIRE,University of New Hampshire at Manchester(Out-of-State),outofstate,N/A,N/A,55,4,0.0,N/A,N/A
NEW HAMPSHIRE,Granite State College(In-State),instate,N/A,N/A,14,,0.0,N/A,N/A
NEW HAMPSHIRE,Granite State College(Out-of-State),outofstate,N/A,N/A,14,,0.0,N/A,N/A
NEW JERSEY,Princeton University(Private),private,974000,240000,97,4,1.0,18100,17
NEW JERSEY,Stevens Institute of Technology(Private),private,932000,250000,83,5,1.0,26700,17
NEW JERSEY,New Jersey Institute of Technology(In-State),instate,767000,135000,61,5,1.0,34400,34
NEW JERSEY,New Jersey Institute of Technology(Out-of-State),outofstate,712000,190000,61,5,1.0,34400,34
NEW JERSEY,Rutgers University-New Brunswick(In-State),instate,598000,121000,80,4,1.0,30300,28
NEW JERSEY,Rutgers University-Newark(In-State),instate,551000,122000,66,5,1.0,26600,53
NEW JERSEY,Felician University(Private),private,549000,189000,41,5,1.0,26800,63
NEW JERSEY,Rutgers University-New Brunswick(Out-of-State),outofstate,538000,181000,80,4,1.0,30300,28
NEW JERSEY,The College of New Jersey(In-State),instate,513000,127000,87,4,1.0,39700,15
NEW JERSEY,Rutgers University-Newark(Out-of-State),outofstate,491000,182000,66,5,1.0,26600,53
NEW JERSEY,Fairleigh Dickinson University-College at Florham(Private),private,474000,223000,53,4,1.0,39900,35
NEW JERSEY,The College of New Jersey(Out-of-State),outofstate,470000,170000,87,4,1.0,39700,15
NEW JERSEY,Seton Hall University(Private),private,451000,211000,64,4,1.0,40200,27
NEW JERSEY,Saint Peter's University(Private),private,422000,201000,54,4,1.0,23400,66
NEW JERSEY,College of Saint Elizabeth(Private),private,412000,196000,50,4,1.0,25000,84
NEW JERSEY,Ramapo College of New Jersey(In-State),instate,385000,119000,73,4,1.0,36100,24
NEW JERSEY,Montclair State University(In-State),instate,382000,115000,65,5,1.0,31600,46
NEW JERSEY,Rutgers University-Camden(In-State),instate,364000,119000,59,5,1.0,27200,49
NEW JERSEY,Ramapo College of New Jersey(Out-of-State),outofstate,350000,154000,73,4,1.0,36100,24
NEW JERSEY,Montclair State University(Out-of-State),outofstate,348000,149000,65,5,1.0,31600,46
NEW JERSEY,Rider University(Private),private,344000,219000,66,4,1.0,42100,33
NEW JERSEY,Monmouth University(Private),private,335000,198000,70,4,1.0,39200,32
NEW JERSEY,Rowan University(In-State),instate,335000,113000,71,4,1.0,26200,30
NEW JERSEY,William Paterson University of New Jersey(In-State),instate,330000,112000,51,5,1.0,27600,49
NEW JERSEY,New Jersey City University(In-State),instate,320000,111000,31,5,1.0,19700,77
NEW JERSEY,Kean University(In-State),instate,316000,112000,50,5,1.0,42000,49
NEW JERSEY,Rutgers University-Camden(Out-of-State),outofstate,306000,176000,59,5,1.0,27200,49
NEW JERSEY,Rowan University(Out-of-State),outofstate,302000,145000,71,4,1.0,26200,30
NEW JERSEY,William Paterson University of New Jersey(Out-of-State),outofstate,299000,143000,51,5,1.0,27600,49
NEW JERSEY,Caldwell University(Private),private,297000,185000,58,4,1.0,33300,48
NEW JERSEY,Drew University(Private),private,291000,248000,61,4,1.0,22200,36
NEW JERSEY,Kean University(Out-of-State),outofstate,290000,138000,50,5,1.0,42000,49
NEW JERSEY,Fairleigh Dickinson University-Metropolitan Campus(Private),private,289000,214000,38,4,1.0,32600,57
NEW JERSEY,New Jersey City University(Out-of-State),outofstate,285000,145000,31,5,1.0,19700,77
NEW JERSEY,Stockton University(In-State),instate,279000,115000,70,4,1.0,32700,35
NEW JERSEY,Stockton University(Out-of-State),outofstate,253000,142000,70,4,1.0,32700,35
NEW JERSEY,Bloomfield College(Private),private,246000,171000,31,5,1.0,24300,80
NEW JERSEY,Centenary College(Private),private,205000,182000,60,4,1.0,33700,46
NEW JERSEY,Georgian Court University(Private),private,157000,185000,42,5,1.0,34400,47
NEW JERSEY,Thomas Edison State University(In-State),instate,N/A,N/A,N/A,,1.0,N/A,N/A
NEW JERSEY,Thomas Edison State University(Out-of-State),outofstate,N/A,N/A,N/A,,1.0,N/A,N/A
NEW JERSEY,Stevens Institute of Technology(Private),private,832000,250000,83,5,0.0,N/A,N/A
NEW JERSEY,Princeton University(Private),private,797000,240000,97,4,0.0,N/A,N/A
NEW JERSEY,New Jersey Institute of Technology(In-State),instate,704000,135000,61,5,0.0,N/A,N/A
NEW JERSEY,New Jersey Institute of Technology(Out-of-State),outofstate,649000,190000,61,5,0.0,N/A,N/A
NEW JERSEY,Rutgers University-New Brunswick(In-State),instate,542000,121000,80,4,0.0,N/A,N/A
NEW JERSEY,Rutgers University-Newark(In-State),instate,500000,122000,66,5,0.0,N/A,N/A
NEW JERSEY,Rutgers University-New Brunswick(Out-of-State),outofstate,482000,181000,80,4,0.0,N/A,N/A
NEW JERSEY,The College of New Jersey(In-State),instate,475000,127000,87,4,0.0,N/A,N/A
NEW JERSEY,Felician University(Private),private,442000,189000,41,5,0.0,N/A,N/A
NEW JERSEY,Rutgers University-Newark(Out-of-State),outofstate,440000,182000,66,5,0.0,N/A,N/A
NEW JERSEY,The College of New Jersey(Out-of-State),outofstate,432000,170000,87,4,0.0,N/A,N/A
NEW JERSEY,Fairleigh Dickinson University-College at Florham(Private),private,361000,223000,53,4,0.0,N/A,N/A
NEW JERSEY,Seton Hall University(Private),private,356000,211000,64,4,0.0,N/A,N/A
NEW JERSEY,Montclair State University(In-State),instate,346000,115000,65,5,0.0,N/A,N/A
NEW JERSEY,Ramapo College of New Jersey(In-State),instate,335000,119000,73,4,0.0,N/A,N/A
NEW JERSEY,Rutgers University-Camden(In-State),instate,319000,119000,59,5,0.0,N/A,N/A
NEW JERSEY,Montclair State University(Out-of-State),outofstate,312000,149000,65,5,0.0,N/A,N/A
NEW JERSEY,Saint Peter's University(Private),private,303000,201000,54,4,0.0,N/A,N/A
NEW JERSEY,Ramapo College of New Jersey(Out-of-State),outofstate,300000,154000,73,4,0.0,N/A,N/A
NEW JERSEY,William Paterson University of New Jersey(In-State),instate,298000,112000,51,5,0.0,N/A,N/A
NEW JERSEY,Rowan University(In-State),instate,296000,113000,71,4,0.0,N/A,N/A
NEW JERSEY,College of Saint Elizabeth(Private),private,288000,196000,50,4,0.0,N/A,N/A
NEW JERSEY,Kean University(In-State),instate,284000,112000,50,5,0.0,N/A,N/A
NEW JERSEY,New Jersey City University(In-State),instate,278000,111000,31,5,0.0,N/A,N/A
NEW JERSEY,William Paterson University of New Jersey(Out-of-State),outofstate,267000,143000,51,5,0.0,N/A,N/A
NEW JERSEY,Rowan University(Out-of-State),outofstate,264000,145000,71,4,0.0,N/A,N/A
NEW JERSEY,Monmouth University(Private),private,261000,198000,70,4,0.0,N/A,N/A
NEW JERSEY,Rutgers University-Camden(Out-of-State),outofstate,261000,176000,59,5,0.0,N/A,N/A
NEW JERSEY,Kean University(Out-of-State),outofstate,258000,138000,50,5,0.0,N/A,N/A
NEW JERSEY,New Jersey City University(Out-of-State),outofstate,244000,145000,31,5,0.0,N/A,N/A
NEW JERSEY,Rider University(Private),private,244000,219000,66,4,0.0,N/A,N/A
NEW JERSEY,Stockton University(In-State),instate,236000,115000,70,4,0.0,N/A,N/A
NEW JERSEY,Stockton University(Out-of-State),outofstate,210000,142000,70,4,0.0,N/A,N/A
NEW JERSEY,Caldwell University(Private),private,203000,185000,58,4,0.0,N/A,N/A
NEW JERSEY,Fairleigh Dickinson University-Metropolitan Campus(Private),private,174000,214000,38,4,0.0,N/A,N/A
NEW JERSEY,Bloomfield College(Private),private,154000,171000,31,5,0.0,N/A,N/A
NEW JERSEY,Drew University(Private),private,144000,248000,61,4,0.0,N/A,N/A
NEW JERSEY,Centenary College(Private),private,109000,182000,60,4,0.0,N/A,N/A
NEW JERSEY,Georgian Court University(Private),private,75800,185000,42,5,0.0,N/A,N/A
NEW JERSEY,Thomas Edison State University(In-State),instate,N/A,N/A,N/A,,0.0,N/A,N/A
NEW JERSEY,Thomas Edison State University(Out-of-State),outofstate,N/A,N/A,N/A,,0.0,N/A,N/A
NEW MEXICO,New Mexico Institute of Mining and Technology(In-State),instate,719000,79100,49,5,1.0,19400,30
NEW MEXICO,New Mexico Institute of Mining and Technology(Out-of-State),outofstate,670000,128000,49,5,1.0,19400,30
NEW MEXICO,New Mexico State University-Main Campus(In-State),instate,411000,75600,45,5,1.0,19700,45
NEW MEXICO,New Mexico State University-Main Campus(Out-of-State),outofstate,358000,129000,45,5,1.0,19700,45
NEW MEXICO,University of New Mexico-Main Campus(In-State),instate,315000,82800,44,5,1.0,18500,41
NEW MEXICO,University of New Mexico-Main Campus(Out-of-State),outofstate,259000,139000,44,5,1.0,18500,41
NEW MEXICO,St. John's College(Private),private,256000,246000,49,4,1.0,26900,34
NEW MEXICO,Eastern New Mexico University-Main Campus(In-State),instate,188000,67400,35,5,1.0,20400,51
NEW MEXICO,Eastern New Mexico University-Main Campus(Out-of-State),outofstate,166000,90200,35,5,1.0,20400,51
NEW MEXICO,New Mexico Highlands University(In-State),instate,166000,67900,22,5,1.0,20000,61
NEW MEXICO,New Mexico Highlands University(Out-of-State),outofstate,155000,78700,22,5,1.0,20000,61
NEW MEXICO,Western New Mexico University(In-State),instate,68300,85200,20,5,1.0,26900,68
NEW MEXICO,Western New Mexico University(Out-of-State),outofstate,36900,117000,20,5,1.0,26900,68
NEW MEXICO,New Mexico Institute of Mining and Technology(In-State),instate,692000,79100,49,5,0.0,N/A,N/A
NEW MEXICO,New Mexico Institute of Mining and Technology(Out-of-State),outofstate,643000,128000,49,5,0.0,N/A,N/A
NEW MEXICO,New Mexico State University-Main Campus(In-State),instate,374000,75600,45,5,0.0,N/A,N/A
NEW MEXICO,New Mexico State University-Main Campus(Out-of-State),outofstate,320000,129000,45,5,0.0,N/A,N/A
NEW MEXICO,University of New Mexico-Main Campus(In-State),instate,291000,82800,44,5,0.0,N/A,N/A
NEW MEXICO,University of New Mexico-Main Campus(Out-of-State),outofstate,234000,139000,44,5,0.0,N/A,N/A
NEW MEXICO,Eastern New Mexico University-Main Campus(In-State),instate,164000,67400,35,5,0.0,N/A,N/A
NEW MEXICO,Eastern New Mexico University-Main Campus(Out-of-State),outofstate,141000,90200,35,5,0.0,N/A,N/A
NEW MEXICO,New Mexico Highlands University(In-State),instate,129000,67900,22,5,0.0,N/A,N/A
NEW MEXICO,New Mexico Highlands University(Out-of-State),outofstate,118000,78700,22,5,0.0,N/A,N/A
NEW MEXICO,St. John's College(Private),private,101000,246000,49,4,0.0,N/A,N/A
NEW MEXICO,Western New Mexico University(In-State),instate,32600,85200,20,5,0.0,N/A,N/A
NEW MEXICO,Western New Mexico University(Out-of-State),outofstate,1200,117000,20,5,0.0,N/A,N/A
NEW YORK,United States Merchant Marine Academy(Service Academy),service academy,1110000,34900,76,4,1.0,20000,8
NEW YORK,United States Military Academy(Service Academy),service academy,1041000,0,86,4,1.0,N/A,N/A
NEW YORK,SUNY Maritime College(In-State),instate,1030000,95300,57,5,1.0,29600,22
NEW YORK,SUNY Maritime College(Out-of-State),outofstate,992000,134000,57,5,1.0,29600,22
NEW YORK,Webb Institute(Private),private,987000,257000,83,4,1.0,18000,4
NEW YORK,Albany College of Pharmacy and Health Sciences(Private),private,928000,178000,71,6,1.0,54500,25
NEW YORK,Columbia University in the City of New York(Private),private,837000,272000,94,4,1.0,35900,17
NEW YORK,Rensselaer Polytechnic Institute(Private),private,818000,260000,83,4,1.0,40400,17
NEW YORK,Cornell University(Private),private,788000,258000,94,4,1.0,32100,15
NEW YORK,Clarkson University(Private),private,749000,244000,71,4,1.0,38700,22
NEW YORK,Cooper Union for the Advancement of Science and Art(Private),private,732000,247000,87,4,1.0,33300,25
NEW YORK,Colgate University(Private),private,708000,255000,90,4,1.0,27800,15
NEW YORK,Yeshiva University(Private),private,703000,228000,82,4,1.0,28100,16
NEW YORK,Hamilton College(Private),private,686000,251000,92,4,1.0,20500,15
NEW YORK,Manhattan College(Private),private,670000,221000,71,4,1.0,31700,41
NEW YORK,SUNY at Binghamton(In-State),instate,622000,95600,83,4,1.0,29600,25
NEW YORK,Union College (New York)(Private),private,616000,253000,87,4,1.0,31400,12
NEW YORK,New York University(Private),private,589000,268000,85,4,1.0,32700,21
NEW YORK,SUNY at Binghamton(Out-of-State),outofstate,571000,146000,83,4,1.0,29600,25
NEW YORK,CUNY Bernard M Baruch College(In-State),instate,556000,116000,66,5,1.0,17300,50
NEW YORK,Touro College(Private),private,549000,126000,45,4,1.0,28000,62
NEW YORK,Rochester Institute of Technology(Private),private,540000,201000,66,5,1.0,32900,32
NEW YORK,Stony Brook University(In-State),instate,534000,93300,72,4,1.0,26600,33
NEW YORK,Pace University-New York(Private),private,529000,242000,59,4,1.0,33600,33
NEW YORK,CUNY Bernard M Baruch College(Out-of-State),outofstate,528000,144000,66,5,1.0,17300,50
NEW YORK,University of Rochester(Private),private,507000,258000,85,5,1.0,25400,20
NEW YORK,New York Institute of Technology(Private),private,506000,207000,44,5,1.0,24900,43
NEW YORK,Fashion Institute of Technology(In-State),instate,495000,89000,77,,1.0,33200,31
NEW YORK,Hofstra University(Private),private,492000,229000,64,4,1.0,42700,21
NEW YORK,Fordham University(Private),private,488000,266000,80,4,1.0,34400,19
NEW YORK,Syracuse University(Private),private,485000,241000,82,4,1.0,37300,20
NEW YORK,Farmingdale State College(In-State),instate,483000,92400,49,5,1.0,24300,33
