state_name,college_name,college_type,roi,total_cost,grad_rate,yrs2grad,financial_aid,loan_amt,perc_grant
INDIANA,Marian University (Indiana)(Private),private,185000,175000,56,4,0.0,N/A,N/A
INDIANA,University of Evansville(Private),private,183000,187000,69,4,0.0,N/A,N/A
INDIANA,Indiana State University(Out-of-State),outofstate,181000,125000,37,5,0.0,N/A,N/A
INDIANA,Saint Mary's College(Private),private,173000,201000,77,4,0.0,N/A,N/A
INDIANA,Indiana University-Purdue University-Fort Wayne(Out-of-State),outofstate,170000,132000,22,5,0.0,N/A,N/A
INDIANA,Oakland City University(Private),private,168000,142000,34,4,0.0,N/A,N/A
INDIANA,University of Southern Indiana(In-State),instate,165000,76500,38,5,0.0,N/A,N/A
INDIANA,Ball State University(In-State),instate,158000,92600,58,4,0.0,N/A,N/A
INDIANA,Indiana University-South Bend(In-State),instate,154000,77100,30,5,0.0,N/A,N/A
INDIANA,University of Southern Indiana(Out-of-State),outofstate,127000,115000,38,5,0.0,N/A,N/A
INDIANA,Franklin College(Private),private,118000,166000,66,4,0.0,N/A,N/A
INDIANA,Indiana University-South Bend(Out-of-State),outofstate,109000,122000,30,5,0.0,N/A,N/A
INDIANA,Hanover College(Private),private,106000,187000,71,4,0.0,N/A,N/A
INDIANA,Ball State University(Out-of-State),outofstate,96300,154000,58,4,0.0,N/A,N/A
INDIANA,Indiana University-Southeast(In-State),instate,86000,79300,32,5,0.0,N/A,N/A
INDIANA,Grace College and Theological Seminary(Private),private,75100,135000,61,4,0.0,N/A,N/A
INDIANA,Earlham College(Private),private,68700,222000,71,4,0.0,N/A,N/A
INDIANA,Bethel College-Indiana(Private),private,65300,150000,65,4,0.0,N/A,N/A
INDIANA,Anderson University (Indiana)(Private),private,46900,163000,58,4,0.0,N/A,N/A
INDIANA,Goshen College(Private),private,43000,173000,68,4,0.0,N/A,N/A
INDIANA,Indiana University-Southeast(Out-of-State),outofstate,40700,125000,32,5,0.0,N/A,N/A
INDIANA,Manchester University(Private),private,-1000,166000,57,4,0.0,N/A,N/A
INDIANA,Huntington University(Private),private,-16700,146000,65,4,0.0,N/A,N/A
INDIANA,Saint Mary-of-the-Woods College(Private),private,-58500,174000,45,4,0.0,N/A,N/A
INDIANA,Indiana University-East(In-State),instate,N/A,N/A,33,5,0.0,N/A,N/A
INDIANA,Indiana University-East(Out-of-State),outofstate,N/A,N/A,33,5,0.0,N/A,N/A
INDIANA,Martin University(Private),private,N/A,N/A,5,6,0.0,N/A,N/A
INDIANA,Purdue University-North Central Campus(In-State),instate,N/A,N/A,23,5,0.0,N/A,N/A
INDIANA,Purdue University-North Central Campus(Out-of-State),outofstate,N/A,N/A,23,5,0.0,N/A,N/A
INDIANA,Indiana University-Northwest(Out-of-State),outofstate,N/A,N/A,24,5,0.0,N/A,N/A
INDIANA,Calumet College of Saint Joseph(Private),private,N/A,N/A,25,4,0.0,N/A,N/A
INDIANA,Indiana University-Kokomo(In-State),instate,N/A,N/A,39,5,0.0,N/A,N/A
INDIANA,Indiana University-Kokomo(Out-of-State),outofstate,N/A,N/A,39,5,0.0,N/A,N/A
INDIANA,Indiana University-Northwest(In-State),instate,N/A,N/A,24,5,0.0,N/A,N/A
IOWA,Iowa State University(In-State),instate,465000,77200,74,5,1.0,27600,19
IOWA,University of Iowa(In-State),instate,432000,84400,72,4,1.0,29000,23
IOWA,Iowa State University(Out-of-State),outofstate,413000,129000,74,5,1.0,27600,19
IOWA,Drake University(Private),private,368000,189000,78,4,1.0,31500,17
IOWA,University of Iowa(Out-of-State),outofstate,354000,163000,72,4,1.0,29000,23
IOWA,Grinnell College(Private),private,280000,241000,86,4,1.0,18400,19
IOWA,Loras College(Private),private,268000,162000,71,4,1.0,32400,27
IOWA,Graceland University-Lamoni(Private),private,267000,151000,43,5,1.0,49500,54
IOWA,Dordt College(Private),private,264000,163000,69,4,1.0,31200,24
IOWA,Upper Iowa University(Private),private,250000,157000,44,5,1.0,33900,53
IOWA,Simpson College(Private),private,245000,183000,63,4,1.0,35600,27
IOWA,Central College(Private),private,240000,189000,65,4,1.0,32500,27
IOWA,University of Northern Iowa(In-State),instate,239000,80900,65,5,1.0,23300,26
IOWA,Mount Mercy University(Private),private,224000,164000,58,4,1.0,38800,39
IOWA,Cornell College(Private),private,221000,206000,68,4,1.0,36600,26
IOWA,Saint Ambrose University(Private),private,221000,167000,63,4,1.0,34200,25
IOWA,Grand View University(Private),private,220000,142000,48,5,1.0,28200,36
IOWA,Luther College(Private),private,220000,202000,79,4,1.0,33900,19
IOWA,Wartburg College(Private),private,214000,192000,69,4,1.0,31700,27
IOWA,Coe College(Private),private,207000,201000,67,4,1.0,31000,37
IOWA,University of Northern Iowa(Out-of-State),outofstate,199000,121000,65,5,1.0,23300,26
IOWA,Morningside College(Private),private,198000,162000,54,4,1.0,33000,31
IOWA,William Penn University(Private),private,191000,141000,33,5,1.0,30300,55
IOWA,Clarke University(Private),private,126000,171000,61,4,1.0,32400,37
IOWA,Iowa Wesleyan University(Private),private,126000,158000,28,4,1.0,13200,65
IOWA,University of Dubuque(Private),private,119000,151000,45,4,1.0,49200,62
IOWA,Northwestern College(Private),private,99100,165000,64,4,1.0,31700,21
IOWA,Buena Vista University(Private),private,81900,171000,53,4,1.0,34100,34
IOWA,Briar Cliff University(Private),private,64400,161000,44,4,1.0,30600,47
IOWA,Faith Baptist Bible College and Theological Seminary(Private),private,-40400,109000,63,5,1.0,20700,49
IOWA,Iowa State University(In-State),instate,435000,77200,74,5,0.0,N/A,N/A
IOWA,University of Iowa(In-State),instate,394000,84400,72,4,0.0,N/A,N/A
IOWA,Iowa State University(Out-of-State),outofstate,384000,129000,74,5,0.0,N/A,N/A
IOWA,University of Iowa(Out-of-State),outofstate,316000,163000,72,4,0.0,N/A,N/A
IOWA,Drake University(Private),private,289000,189000,78,4,0.0,N/A,N/A
IOWA,University of Northern Iowa(In-State),instate,219000,80900,65,5,0.0,N/A,N/A
IOWA,Dordt College(Private),private,197000,163000,69,4,0.0,N/A,N/A
IOWA,Upper Iowa University(Private),private,182000,157000,44,5,0.0,N/A,N/A
IOWA,Graceland University-Lamoni(Private),private,180000,151000,43,5,0.0,N/A,N/A
IOWA,Loras College(Private),private,180000,162000,71,4,0.0,N/A,N/A
IOWA,University of Northern Iowa(Out-of-State),outofstate,179000,121000,65,5,0.0,N/A,N/A
IOWA,Grand View University(Private),private,157000,142000,48,5,0.0,N/A,N/A
IOWA,Grinnell College(Private),private,155000,241000,86,4,0.0,N/A,N/A
IOWA,Simpson College(Private),private,153000,183000,63,4,0.0,N/A,N/A
IOWA,Saint Ambrose University(Private),private,150000,167000,63,4,0.0,N/A,N/A
IOWA,Mount Mercy University(Private),private,140000,164000,58,4,0.0,N/A,N/A
IOWA,Central College(Private),private,139000,189000,65,4,0.0,N/A,N/A
IOWA,William Penn University(Private),private,133000,141000,33,5,0.0,N/A,N/A
IOWA,Cornell College(Private),private,124000,206000,68,4,0.0,N/A,N/A
IOWA,Morningside College(Private),private,119000,162000,54,4,0.0,N/A,N/A
IOWA,Luther College(Private),private,117000,202000,79,4,0.0,N/A,N/A
IOWA,Wartburg College(Private),private,110000,192000,69,4,0.0,N/A,N/A
IOWA,Coe College(Private),private,90800,201000,67,4,0.0,N/A,N/A
IOWA,Clarke University(Private),private,52400,171000,61,4,0.0,N/A,N/A
IOWA,University of Dubuque(Private),private,48900,151000,45,4,0.0,N/A,N/A
IOWA,Iowa Wesleyan University(Private),private,47800,158000,28,4,0.0,N/A,N/A
IOWA,Northwestern College(Private),private,22500,165000,64,4,0.0,N/A,N/A
IOWA,Buena Vista University(Private),private,-6300,171000,53,4,0.0,N/A,N/A
IOWA,Briar Cliff University(Private),private,-19800,161000,44,4,0.0,N/A,N/A
IOWA,Faith Baptist Bible College and Theological Seminary(Private),private,-87300,109000,63,5,0.0,N/A,N/A
KANSAS,Ottawa University-Ottawa(Private),private,515000,156000,31,4,1.0,33100,48
KANSAS,University of Kansas(In-State),instate,406000,95700,63,4,1.0,26700,23
KANSAS,Kansas State University(In-State),instate,374000,89900,63,5,1.0,25900,21
KANSAS,Southwestern College(Private),private,368000,156000,38,4,1.0,28200,32
KANSAS,Baker University(Private),private,348000,163000,55,4,1.0,27200,31
KANSAS,University of Kansas(Out-of-State),outofstate,344000,158000,63,4,1.0,26700,23
KANSAS,Newman University(Private),private,335000,147000,51,4,1.0,23400,40
KANSAS,Kansas State University(Out-of-State),outofstate,319000,145000,63,5,1.0,25900,21
KANSAS,Wichita State University(In-State),instate,306000,83100,46,5,1.0,33100,35
KANSAS,University of Saint Mary(Private),private,273000,147000,34,4,1.0,22900,43
KANSAS,Wichita State University(Out-of-State),outofstate,273000,116000,46,5,1.0,33100,35
KANSAS,Washburn University(In-State),instate,243000,73500,34,5,1.0,21900,39
KANSAS,Friends University(Private),private,238000,153000,36,4,1.0,23900,39
KANSAS,Pittsburg State University(In-State),instate,237000,72900,49,5,1.0,24300,36
KANSAS,MidAmerica Nazarene University(Private),private,230000,148000,57,4,1.0,24200,54
KANSAS,Tabor College(Private),private,219000,156000,48,4,1.0,25500,41
KANSAS,Washburn University(Out-of-State),outofstate,210000,106000,34,5,1.0,21900,39
KANSAS,Fort Hays State University(In-State),instate,208000,67700,37,5,1.0,21400,41
KANSAS,Pittsburg State University(Out-of-State),outofstate,196000,114000,49,5,1.0,24300,36
KANSAS,Benedictine College(Private),private,192000,160000,63,4,1.0,28600,22
KANSAS,Fort Hays State University(Out-of-State),outofstate,172000,103000,37,5,1.0,21400,41
KANSAS,Bethel College-North Newton(Private),private,163000,150000,53,4,1.0,21900,45
KANSAS,Emporia State University(In-State),instate,150000,71900,44,5,1.0,41500,36
KANSAS,Kansas Wesleyan University(Private),private,123000,156000,36,5,1.0,31900,44
KANSAS,Emporia State University(Out-of-State),outofstate,99800,122000,44,5,1.0,41500,36
KANSAS,Sterling College(Private),private,94200,132000,45,4,1.0,24600,47
KANSAS,Bethany College (Kansas)(Private),private,3900,154000,42,4,1.0,29300,52
KANSAS,Ottawa University-Ottawa(Private),private,438000,156000,31,4,0.0,N/A,N/A
KANSAS,University of Kansas(In-State),instate,374000,95700,63,4,0.0,N/A,N/A
KANSAS,Kansas State University(In-State),instate,349000,89900,63,5,0.0,N/A,N/A
KANSAS,University of Kansas(Out-of-State),outofstate,312000,158000,63,4,0.0,N/A,N/A
KANSAS,Southwestern College(Private),private,300000,156000,38,4,0.0,N/A,N/A
KANSAS,Kansas State University(Out-of-State),outofstate,294000,145000,63,5,0.0,N/A,N/A
KANSAS,Wichita State University(In-State),instate,288000,83100,46,5,0.0,N/A,N/A
KANSAS,Baker University(Private),private,268000,163000,55,4,0.0,N/A,N/A
KANSAS,Newman University(Private),private,256000,147000,51,4,0.0,N/A,N/A
KANSAS,Wichita State University(Out-of-State),outofstate,255000,116000,46,5,0.0,N/A,N/A
KANSAS,Pittsburg State University(In-State),instate,220000,72900,49,5,0.0,N/A,N/A
KANSAS,Washburn University(In-State),instate,215000,73500,34,5,0.0,N/A,N/A
KANSAS,University of Saint Mary(Private),private,204000,147000,34,4,0.0,N/A,N/A
KANSAS,Fort Hays State University(In-State),instate,191000,67700,37,5,0.0,N/A,N/A
KANSAS,Washburn University(Out-of-State),outofstate,183000,106000,34,5,0.0,N/A,N/A
KANSAS,Friends University(Private),private,179000,153000,36,4,0.0,N/A,N/A
KANSAS,Pittsburg State University(Out-of-State),outofstate,179000,114000,49,5,0.0,N/A,N/A
KANSAS,Fort Hays State University(Out-of-State),outofstate,156000,103000,37,5,0.0,N/A,N/A
KANSAS,MidAmerica Nazarene University(Private),private,154000,148000,57,4,0.0,N/A,N/A
KANSAS,Tabor College(Private),private,150000,156000,48,4,0.0,N/A,N/A
KANSAS,Emporia State University(In-State),instate,132000,71900,44,5,0.0,N/A,N/A
KANSAS,Benedictine College(Private),private,128000,160000,63,4,0.0,N/A,N/A
KANSAS,Bethel College-North Newton(Private),private,99200,150000,53,4,0.0,N/A,N/A
KANSAS,Emporia State University(Out-of-State),outofstate,82400,122000,44,5,0.0,N/A,N/A
KANSAS,Kansas Wesleyan University(Private),private,58300,156000,36,5,0.0,N/A,N/A
KANSAS,Sterling College(Private),private,36100,132000,45,4,0.0,N/A,N/A
KANSAS,Bethany College (Kansas)(Private),private,-61800,154000,42,4,0.0,N/A,N/A
KENTUCKY,Thomas More College(Private),private,436000,157000,51,4,1.0,28900,40
KENTUCKY,University of Kentucky(In-State),instate,347000,104000,64,5,1.0,31900,24
KENTUCKY,Northern Kentucky University(In-State),instate,307000,82900,38,5,1.0,21800,37
KENTUCKY,University of Kentucky(Out-of-State),outofstate,295000,155000,64,5,1.0,31900,24
KENTUCKY,University of Louisville(In-State),instate,287000,98400,53,5,1.0,25400,31
KENTUCKY,Transylvania University(Private),private,278000,185000,75,4,1.0,26700,23
KENTUCKY,Centre College(Private),private,277000,201000,86,4,1.0,28300,19
KENTUCKY,Bellarmine University(Private),private,275000,219000,64,4,1.0,29600,30
KENTUCKY,Northern Kentucky University(Out-of-State),outofstate,273000,117000,38,5,1.0,21800,37
KENTUCKY,Western Kentucky University(In-State),instate,251000,78200,45,4,1.0,24000,37
KENTUCKY,University of Louisville(Out-of-State),outofstate,230000,156000,53,5,1.0,25400,31
KENTUCKY,Spalding University(Private),private,228000,148000,47,5,1.0,21600,49
KENTUCKY,Eastern Kentucky University(In-State),instate,226000,80200,41,6,1.0,22700,47
KENTUCKY,Georgetown College(Private),private,203000,184000,57,4,1.0,28800,40
KENTUCKY,Kentucky State University(In-State),instate,203000,73000,20,6,1.0,24500,66
KENTUCKY,Murray State University(In-State),instate,202000,80100,49,5,1.0,33200,36
KENTUCKY,Western Kentucky University(Out-of-State),outofstate,193000,135000,45,4,1.0,24000,37
KENTUCKY,Brescia University(Private),private,190000,126000,27,5,1.0,18500,58
KENTUCKY,Eastern Kentucky University(Out-of-State),outofstate,188000,118000,41,6,1.0,22700,47
KENTUCKY,Kentucky State University(Out-of-State),outofstate,164000,112000,20,6,1.0,24500,66
KENTUCKY,Murray State University(Out-of-State),outofstate,150000,132000,49,5,1.0,33200,36
KENTUCKY,Midway University(Private),private,119000,153000,65,4,1.0,29300,48
KENTUCKY,Union College (Kentucky)(Private),private,119000,143000,27,4,1.0,26500,57
KENTUCKY,Kentucky Wesleyan College(Private),private,99000,139000,38,4,1.0,24200,49
KENTUCKY,Morehead State University(In-State),instate,78800,79800,45,5,1.0,23500,51
KENTUCKY,Berea College(Private),private,74900,135000,63,4,1.0,9600,91
KENTUCKY,University of the Cumberlands(Private),private,73600,141000,43,4,1.0,23000,53
KENTUCKY,Asbury University(Private),private,48800,150000,64,4,1.0,41400,31
KENTUCKY,Kentucky Christian University(Private),private,45100,124000,29,4,1.0,24200,54
KENTUCKY,Morehead State University(Out-of-State),outofstate,39400,119000,45,5,1.0,23500,51
KENTUCKY,University of Pikeville(Private),private,14600,141000,27,5,1.0,29300,68
KENTUCKY,Campbellsville University(Private),private,700,143000,36,4,1.0,21700,52
KENTUCKY,Alice Lloyd College(Private),private,-7200,92900,31,4,1.0,17000,52
KENTUCKY,The Southern Baptist Theological Seminary(Private),private,-35800,103000,33,5,1.0,47400,0
KENTUCKY,Lindsey Wilson College(Private),private,-78100,152000,34,5,1.0,21000,65
KENTUCKY,Thomas More College(Private),private,362000,157000,51,4,0.0,N/A,N/A
KENTUCKY,University of Kentucky(In-State),instate,310000,104000,64,5,0.0,N/A,N/A
KENTUCKY,Northern Kentucky University(In-State),instate,275000,82900,38,5,0.0,N/A,N/A
KENTUCKY,University of Kentucky(Out-of-State),outofstate,258000,155000,64,5,0.0,N/A,N/A
KENTUCKY,University of Louisville(In-State),instate,249000,98400,53,5,0.0,N/A,N/A
KENTUCKY,Northern Kentucky University(Out-of-State),outofstate,241000,117000,38,5,0.0,N/A,N/A
KENTUCKY,Western Kentucky University(In-State),instate,222000,78200,45,4,0.0,N/A,N/A
KENTUCKY,Eastern Kentucky University(In-State),instate,196000,80200,41,6,0.0,N/A,N/A
KENTUCKY,University of Louisville(Out-of-State),outofstate,192000,156000,53,5,0.0,N/A,N/A
KENTUCKY,Transylvania University(Private),private,186000,185000,75,4,0.0,N/A,N/A
KENTUCKY,Centre College(Private),private,175000,201000,86,4,0.0,N/A,N/A
KENTUCKY,Spalding University(Private),private,175000,148000,47,5,0.0,N/A,N/A
KENTUCKY,Bellarmine University(Private),private,168000,219000,64,4,0.0,N/A,N/A
KENTUCKY,Western Kentucky University(Out-of-State),outofstate,165000,135000,45,4,0.0,N/A,N/A
KENTUCKY,Murray State University(In-State),instate,164000,80100,49,5,0.0,N/A,N/A
KENTUCKY,Kentucky State University(In-State),instate,161000,73000,20,6,0.0,N/A,N/A
KENTUCKY,Eastern Kentucky University(Out-of-State),outofstate,158000,118000,41,6,0.0,N/A,N/A
KENTUCKY,Kentucky State University(Out-of-State),outofstate,122000,112000,20,6,0.0,N/A,N/A
KENTUCKY,Brescia University(Private),private,119000,126000,27,5,0.0,N/A,N/A
KENTUCKY,Murray State University(Out-of-State),outofstate,111000,132000,49,5,0.0,N/A,N/A
KENTUCKY,Georgetown College(Private),private,90600,184000,57,4,0.0,N/A,N/A
KENTUCKY,Midway University(Private),private,66500,153000,65,4,0.0,N/A,N/A
KENTUCKY,Union College (Kentucky)(Private),private,50400,143000,27,4,0.0,N/A,N/A
KENTUCKY,Morehead State University(In-State),instate,44800,79800,45,5,0.0,N/A,N/A
KENTUCKY,Kentucky Wesleyan College(Private),private,35500,139000,38,4,0.0,N/A,N/A
KENTUCKY,Morehead State University(Out-of-State),outofstate,5300,119000,45,5,0.0,N/A,N/A
KENTUCKY,Kentucky Christian University(Private),private,2300,124000,29,4,0.0,N/A,N/A
KENTUCKY,University of the Cumberlands(Private),private,-1200,141000,43,4,0.0,N/A,N/A
KENTUCKY,Asbury University(Private),private,-4400,150000,64,4,0.0,N/A,N/A
KENTUCKY,Alice Lloyd College(Private),private,-42500,92900,31,4,0.0,N/A,N/A
KENTUCKY,The Southern Baptist Theological Seminary(Private),private,-43300,103000,33,5,0.0,N/A,N/A
KENTUCKY,Berea College(Private),private,-53600,135000,63,4,0.0,N/A,N/A
KENTUCKY,University of Pikeville(Private),private,-57600,141000,27,5,0.0,N/A,N/A
KENTUCKY,Campbellsville University(Private),private,-76800,143000,36,4,0.0,N/A,N/A
KENTUCKY,Lindsey Wilson College(Private),private,-160800,152000,34,5,0.0,N/A,N/A
LOUISIANA,Tulane University of Louisiana(Private),private,483000,256000,83,4,1.0,37800,9
LOUISIANA,Louisiana State University and Agricultural & Mechanical College(In-State),instate,463000,102000,68,5,1.0,26900,24
LOUISIANA,Louisiana Tech University(In-State),instate,437000,76400,52,4,1.0,21800,33
LOUISIANA,Louisiana State University and Agricultural & Mechanical College(Out-of-State),outofstate,393000,172000,68,5,1.0,26900,24
LOUISIANA,Louisiana Tech University(Out-of-State),outofstate,378000,136000,52,4,1.0,21800,33
LOUISIANA,University of New Orleans(In-State),instate,359000,85700,36,5,1.0,20600,50
LOUISIANA,McNeese State University(In-State),instate,345000,77100,42,5,1.0,19500,39
LOUISIANA,University of Louisiana at Monroe(In-State),instate,328000,75500,43,5,1.0,19500,43
LOUISIANA,University of New Orleans(Out-of-State),outofstate,305000,139000,36,5,1.0,20600,50
LOUISIANA,McNeese State University(Out-of-State),outofstate,301000,121000,42,5,1.0,19500,39
LOUISIANA,University of Louisiana at Lafayette(In-State),instate,294000,84700,45,5,1.0,19400,36
LOUISIANA,University of Louisiana at Monroe(Out-of-State),outofstate,281000,122000,43,5,1.0,19500,43
LOUISIANA,Southern University and A & M College(In-State),instate,273000,80700,29,5,1.0,24900,79
LOUISIANA,Southern University and A & M College(Out-of-State),outofstate,249000,104000,29,5,1.0,24900,79
LOUISIANA,University of Louisiana at Lafayette(Out-of-State),outofstate,245000,134000,45,5,1.0,19400,36
LOUISIANA,Louisiana College(Private),private,228000,98500,35,5,1.0,28400,57
LOUISIANA,Southeastern Louisiana University(In-State),instate,221000,76000,40,5,1.0,20300,46
LOUISIANA,Centenary College of Louisiana(Private),private,217000,196000,47,4,1.0,34700,39
LOUISIANA,Northwestern State University of Louisiana(In-State),instate,199000,79200,35,5,1.0,23700,50
LOUISIANA,Loyola University New Orleans(Private),private,196000,212000,55,4,1.0,31600,34
LOUISIANA,Nicholls State University(In-State),instate,190000,82100,47,5,1.0,21600,40
LOUISIANA,Xavier University of Louisiana(Private),private,175000,135000,42,5,1.0,25800,60
LOUISIANA,Southeastern Louisiana University(Out-of-State),outofstate,171000,125000,40,5,1.0,20300,46
LOUISIANA,Northwestern State University of Louisiana(Out-of-State),outofstate,156000,122000,35,5,1.0,23700,50
LOUISIANA,Nicholls State University(Out-of-State),outofstate,148000,124000,47,5,1.0,21600,40
LOUISIANA,Grambling State University(In-State),instate,88500,98000,34,4,1.0,25700,85
LOUISIANA,Southern University at New Orleans(In-State),instate,82500,70000,16,5,1.0,19400,89
LOUISIANA,Dillard University(Private),private,78700,124000,39,4,1.0,32700,83
LOUISIANA,Southern University at New Orleans(Out-of-State),outofstate,72300,80200,16,5,1.0,19400,89
LOUISIANA,Grambling State University(Out-of-State),outofstate,52000,135000,34,4,1.0,25700,85
LOUISIANA,New Orleans Baptist Theological Seminary(Private),private,19000,59500,65,5,1.0,N/A,0
LOUISIANA,Louisiana State University-Shreveport(In-State),instate,N/A,N/A,36,5,1.0,19200,49
LOUISIANA,Louisiana State University-Shreveport(Out-of-State),outofstate,N/A,N/A,36,5,1.0,19200,49
LOUISIANA,University of Holy Cross(Private),private,N/A,N/A,28,5,1.0,22400,46
LOUISIANA,Louisiana State University and Agricultural & Mechanical College(In-State),instate,422000,102000,68,5,0.0,N/A,N/A
LOUISIANA,Louisiana Tech University(In-State),instate,392000,76400,52,4,0.0,N/A,N/A
LOUISIANA,Tulane University of Louisiana(Private),private,353000,256000,83,4,0.0,N/A,N/A
LOUISIANA,Louisiana State University and Agricultural & Mechanical College(Out-of-State),outofstate,352000,172000,68,5,0.0,N/A,N/A
LOUISIANA,Louisiana Tech University(Out-of-State),outofstate,332000,136000,52,4,0.0,N/A,N/A
LOUISIANA,University of New Orleans(In-State),instate,322000,85700,36,5,0.0,N/A,N/A
LOUISIANA,McNeese State University(In-State),instate,316000,77100,42,5,0.0,N/A,N/A
LOUISIANA,University of Louisiana at Monroe(In-State),instate,290000,75500,43,5,0.0,N/A,N/A
LOUISIANA,McNeese State University(Out-of-State),outofstate,271000,121000,42,5,0.0,N/A,N/A
LOUISIANA,University of New Orleans(Out-of-State),outofstate,268000,139000,36,5,0.0,N/A,N/A
LOUISIANA,University of Louisiana at Lafayette(In-State),instate,261000,84700,45,5,0.0,N/A,N/A
LOUISIANA,Southern University and A & M College(In-State),instate,243000,80700,29,5,0.0,N/A,N/A
LOUISIANA,University of Louisiana at Monroe(Out-of-State),outofstate,243000,122000,43,5,0.0,N/A,N/A
LOUISIANA,Southern University and A & M College(Out-of-State),outofstate,220000,104000,29,5,0.0,N/A,N/A
LOUISIANA,University of Louisiana at Lafayette(Out-of-State),outofstate,211000,134000,45,5,0.0,N/A,N/A
LOUISIANA,Southeastern Louisiana University(In-State),instate,190000,76000,40,5,0.0,N/A,N/A
LOUISIANA,Louisiana College(Private),private,187000,98500,35,5,0.0,N/A,N/A
LOUISIANA,Northwestern State University of Louisiana(In-State),instate,165000,79200,35,5,0.0,N/A,N/A
LOUISIANA,Nicholls State University(In-State),instate,158000,82100,47,5,0.0,N/A,N/A
LOUISIANA,Southeastern Louisiana University(Out-of-State),outofstate,141000,125000,40,5,0.0,N/A,N/A
LOUISIANA,Northwestern State University of Louisiana(Out-of-State),outofstate,123000,122000,35,5,0.0,N/A,N/A
LOUISIANA,Nicholls State University(Out-of-State),outofstate,117000,124000,47,5,0.0,N/A,N/A
LOUISIANA,Centenary College of Louisiana(Private),private,114000,196000,47,4,0.0,N/A,N/A
LOUISIANA,Xavier University of Louisiana(Private),private,114000,135000,42,5,0.0,N/A,N/A
LOUISIANA,Loyola University New Orleans(Private),private,84600,212000,55,4,0.0,N/A,N/A
LOUISIANA,Grambling State University(In-State),instate,61100,98000,34,4,0.0,N/A,N/A
LOUISIANA,Southern University at New Orleans(In-State),instate,60500,70000,16,5,0.0,N/A,N/A
LOUISIANA,Southern University at New Orleans(Out-of-State),outofstate,50300,80200,16,5,0.0,N/A,N/A
LOUISIANA,Dillard University(Private),private,34100,124000,39,4,0.0,N/A,N/A
LOUISIANA,Grambling State University(Out-of-State),outofstate,24500,135000,34,4,0.0,N/A,N/A
LOUISIANA,New Orleans Baptist Theological Seminary(Private),private,10800,59500,65,5,0.0,N/A,N/A
LOUISIANA,Louisiana State University-Shreveport(In-State),instate,N/A,N/A,36,5,0.0,N/A,N/A
LOUISIANA,Louisiana State University-Shreveport(Out-of-State),outofstate,N/A,N/A,36,5,0.0,N/A,N/A
LOUISIANA,University of Holy Cross(Private),private,N/A,N/A,28,5,0.0,N/A,N/A
MAINE,Maine Maritime Academy(In-State),instate,748000,103000,62,4,1.0,70200,25
MAINE,Maine Maritime Academy(Out-of-State),outofstate,700000,152000,62,4,1.0,70200,25
MAINE,Bowdoin College(Private),private,520000,251000,94,4,1.0,32200,14
MAINE,Bates College(Private),private,515000,255000,88,4,1.0,33200,10
MAINE,Colby College(Private),private,508000,249000,89,4,1.0,25200,7
MAINE,University of Maine(In-State),instate,323000,94200,59,5,1.0,32300,36
MAINE,Saint Joseph's College of Maine(Private),private,268000,190000,54,4,1.0,32400,36
MAINE,University of New England(Private),private,252000,206000,58,4,1.0,48200,26
MAINE,University of Maine(Out-of-State),outofstate,250000,167000,59,5,1.0,32300,36
MAINE,Thomas College(Private),private,241000,148000,45,4,1.0,40300,55
MAINE,University of Southern Maine(In-State),instate,206000,91900,34,5,1.0,27600,47
MAINE,University of Southern Maine(Out-of-State),outofstate,162000,136000,34,5,1.0,27600,47
MAINE,University of Maine at Fort Kent(In-State),instate,139000,75600,35,5,1.0,28300,44
MAINE,University of Maine at Fort Kent(Out-of-State),outofstate,123000,92400,35,5,1.0,28300,44
MAINE,University of Maine at Farmington(In-State),instate,87000,86300,56,4,1.0,26800,47
MAINE,University of Maine at Farmington(Out-of-State),outofstate,51200,122000,56,4,1.0,26800,47
MAINE,University of Maine at Presque Isle(In-State),instate,14300,74300,38,5,1.0,19200,58
MAINE,University of Maine at Machias(In-State),instate,9400,76500,29,5,1.0,21800,75
MAINE,University of Maine at Presque Isle(Out-of-State),outofstate,-5900,94400,38,5,1.0,19200,58
MAINE,Unity College(Private),private,-30200,151000,58,4,1.0,38000,36
MAINE,University of Maine at Machias(Out-of-State),outofstate,-38100,124000,29,5,1.0,21800,75
MAINE,Maine College of Art(Private),private,-98300,184000,57,4,1.0,39900,37
MAINE,University of Maine at Augusta(In-State),instate,N/A,N/A,12,5,1.0,23600,69
MAINE,University of Maine at Augusta(Out-of-State),outofstate,N/A,N/A,12,5,1.0,23600,69
MAINE,Maine Maritime Academy(In-State),instate,718000,103000,62,4,0.0,N/A,N/A
MAINE,Maine Maritime Academy(Out-of-State),outofstate,670000,152000,62,4,0.0,N/A,N/A
MAINE,Bowdoin College(Private),private,366000,251000,94,4,0.0,N/A,N/A
MAINE,Bates College(Private),private,353000,255000,88,4,0.0,N/A,N/A
MAINE,Colby College(Private),private,339000,249000,89,4,0.0,N/A,N/A
MAINE,University of Maine(In-State),instate,283000,94200,59,5,0.0,N/A,N/A
MAINE,University of Maine(Out-of-State),outofstate,211000,167000,59,5,0.0,N/A,N/A
MAINE,Saint Joseph's College of Maine(Private),private,180000,190000,54,4,0.0,N/A,N/A
MAINE,University of New England(Private),private,179000,206000,58,4,0.0,N/A,N/A
